"Median_House_Value","Median_Income","Median_Age","Tot_Rooms","Tot_Bedrooms","Population","Households","Latitude","Longitude","Distance_to_coast","Distance_to_LA","Distance_to_SanDiego","Distance_to_SanJose","Distance_to_SanFrancisco"
299000,4.6923,44,2395,458,1287,450,33.96,-118.38,11371.7446826478,16219.6544925156,178781.644252108,491483.427411734,559447.295888213
4e+05,3.2708,35,3259,967,2003,920,33.95,-118.38,10266.6441598023,16945.2247411892,177926.709953601,492345.495311968,560305.116355734
187500,2.5833,29,1821,588,1397,523,33.95,-118.38,10266.6441598023,16945.2247411892,177926.709953601,492345.495311968,560305.116355734
247600,3.111,5,6955,2062,3591,1566,33.95,-118.37,10414.6333889937,16273.3686433299,177336.952842423,492928.071402536,560891.984207912
303300,4.1852,44,1138,228,497,228,33.96,-118.4,11327.2149709334,17686.3294237105,179964.00543335,490319.28044303,558274.404525962
266700,3.9792,15,412,128,310,137,33.96,-118.41,10926.0504072438,18445.048524962,180559.450780699,489738.666543758,557689.213851824
284400,4.1471,32,1044,219,567,222,33.96,-118.41,10926.0504072438,18445.048524962,180559.450780699,489738.666543758,557689.213851824
289600,4.7375,45,2038,394,1086,387,33.94,-118.41,9219.71715537423,19769.6160973399,178869.818598725,491469.503380876,559410.712692873
500001,5.723,24,3097,791,1075,639,33.96,-118.45,8219.42577038222,21607.1206740849,182969.014522645,487426.022723168,555356.879681315
500001,6.3267,36,2723,547,1090,519,33.96,-118.45,8219.42577038222,21607.1206740849,182969.014522645,487426.022723168,555356.879681315
500001,6.2551,37,2076,332,771,327,33.95,-118.44,9664.04750397496,21371.4777741141,181524.856841999,488870.488742492,556801.492646026
175900,2.1875,37,1761,409,1309,357,33.92,-118.28,12482.0644270261,15080.2999325923,169527.675887031,500778.155642898,568764.984549428
159600,2.6546,41,620,133,642,162,33.91,-118.28,11907.7022376816,16166.4185811951,168654.459402239,501634.802506619,569618.155348017
162000,4.4636,42,1273,309,1203,348,33.9,-118.29,10576.1680399111,17458.2300799972,168361.491628099,501905.996396877,569882.053374439
156400,3.8372,41,2475,532,1416,470,33.91,-118.29,11108.2486339423,16382.2607269735,169228.847733231,501047.418603486,569027.179475931
151200,2.4741,31,2025,618,2231,593,33.91,-118.29,11108.2486339423,16382.2607269735,169228.847733231,501047.418603486,569027.179475931
162800,2.7368,23,2503,532,1735,505,33.92,-118.29,11721.9412012276,15311.4335546828,170099.049329432,500189.836920515,568173.193114841
179700,2.6618,19,2758,675,2047,591,33.88,-118.28,10705.365665848,19442.3042227127,166051.931240599,504210.711471833,572182.98610586
232800,4.317,32,2307,493,1754,528,33.88,-118.29,9808.06797069853,19622.2079655392,166635.493478504,503626.119931009,571594.447850724
184100,2.9063,27,2082,612,2009,548,33.88,-118.29,9808.06797069853,19622.2079655392,166635.493478504,503626.119931009,571594.447850724
200600,3.59,35,2810,614,1578,601,33.89,-118.29,10138.556781411,18538.4462805869,167497.02521878,502765.565197468,570737.810822174
238700,4.381,32,1700,340,864,317,33.87,-118.29,9595.77623396319,20708.9585049579,165776.942161117,504487.655552071,572451.960511357
230200,5.1727,35,2016,365,1083,369,33.86,-118.3,8586.42959479627,21997.6044286656,165514.321543756,504768.371424352,572724.239517187
251300,4.9792,35,1511,274,853,308,33.86,-118.3,8586.42959479627,21997.6044286656,165514.321543756,504768.371424352,572724.239517187
222200,1.9049,10,1391,420,1378,377,33.85,-118.29,9552.95511769507,22889.7221938566,164068.967786638,506213.649418265,574169.597031876
216700,2.6491,5,3559,869,2965,794,33.84,-118.31,7927.45880505209,24379.406400239,164421.115129854,505919.145178254,573861.546719966
239600,4.7222,36,1428,268,825,250,33.84,-118.3,8823.18606006399,24164.4530705172,163818.841926331,506498.146899749,574445.220366903
232400,4.9196,37,1241,226,621,255,33.84,-118.3,8823.18606006399,24164.4530705172,163818.841926331,506498.146899749,574445.220366903
2e+05,2.3942,38,123,36,142,40,33.85,-118.3,8634.30728521793,23079.6721272378,164665.009905598,505632.777217153,573584.298753098
240200,3.1851,31,2693,661,1598,618,33.83,-118.3,8594.96167410015,25251.5975868714,162975.866571437,507364.475540038,575307.000487046
226300,3.5473,33,2716,660,1807,661,33.83,-118.3,8594.96167410015,25251.5975868714,162975.866571437,507364.475540038,575307.000487046
223400,2.9619,27,2880,802,2083,727,33.83,-118.31,8283.2999503968,25457.3971192544,163581.313484921,506786.393843507,574724.131443977
213600,2.6136,35,1499,340,1141,326,33.82,-118.3,7579.74440600096,26340.8130280162,162136.133638039,508231.758234103,576169.635261285
184400,2.8106,26,2080,560,2096,506,33.82,-118.3,7579.74440600096,26340.8130280162,162136.133638039,508231.758234103,576169.635261285
175900,2.6368,25,2659,765,2629,726,33.82,-118.3,7579.74440600096,26340.8130280162,162136.133638039,508231.758234103,576169.635261285
282700,5.322,17,5544,1068,3008,1038,33.81,-118.3,6595.79763665035,27431.852709217,161299.69376669,509099.990106063,577033.120856607
268300,5.3106,27,2790,513,1498,519,33.8,-118.3,5659.45490213271,28524.5073040554,160466.598453132,509969.16630792,577897.453459137
233300,3.125,30,3096,757,2048,704,33.8,-118.31,6242.2913884798,28706.9168071218,161081.690301223,509393.83241036,577316.989015997
235300,3.0057,35,2793,686,2255,682,33.79,-118.3,4798.66390125545,29618.5980865677,159636.900059997,510839.28201942,578762.629274054
203300,2.9154,9,2782,884,1790,748,33.79,-118.3,4798.66390125545,29618.5980865677,159636.900059997,510839.28201942,578762.629274054
224200,3.163,13,3569,924,2159,880,33.79,-118.3,4798.66390125545,29618.5980865677,159636.900059997,510839.28201942,578762.629274054
304100,4.6207,35,2572,504,1172,519,33.78,-118.3,4061.74627561213,30713.9715778303,158810.651828424,511710.332447897,579628.644525501
171100,3.1779,41,2004,481,1658,456,33.8,-118.26,4622.40031245457,28087.627920462,158036.994270397,512279.986826426,580227.499798375
163100,3.35,36,1697,394,1274,396,33.8,-118.25,4792.90456749963,28053.3074833107,157437.462084212,512860.047132101,580812.046175721
181500,5.5,30,1291,230,835,215,33.79,-118.26,3516.1178607215,29198.0441473828,157194.187681181,513146.461510079,581089.487254982
128000,2.375,32,1205,340,1799,370,33.79,-118.25,3737.46195160169,29165.0265727464,156591.358831809,513725.613184035,581673.237941205
131300,3.6161,28,636,169,788,143,33.8,-118.24,5126.95894888342,28049.3107627417,156841.149926962,513441.043118206,581397.401553082
187500,1.3333,26,239,135,165,112,33.8,-118.23,5595.34683719484,28075.6507090305,156248.094671332,514022.971605973,581983.563483288
177700,3.35,38,1446,327,980,319,33.8,-118.27,4633.53638648891,28152.1611707165,158639.7099726,511700.865389225,579643.764874688
182300,3.1613,36,2218,561,1789,527,33.79,-118.27,3530.74661292187,29260.1357371979,157800.192498226,512568.24936293,580506.548587128
184600,3.3929,39,1513,365,1227,354,33.79,-118.27,3530.74661292187,29260.1357371979,157800.192498226,512568.24936293,580506.548587128
165500,4,38,1471,329,1207,335,33.8,-118.28,4825.05529307158,28246.7001589527,159245.573038235,511122.686017812,579060.843864779
191300,4.3816,28,1895,420,1422,389,33.79,-118.28,3778.6085191805,29351.1168260214,158409.336827841,511990.979931708,579924.424392459
168000,3.3009,36,1989,458,1668,455,33.79,-118.28,3778.6085191805,29351.1168260214,158409.336827841,511990.979931708,579924.424392459
169100,3.2011,20,2233,591,1915,558,33.78,-118.28,2783.42745572643,30456.0816605599,157576.508706027,512860.212619774,580788.847405866
165400,2,10,3708,1016,2855,948,33.79,-118.29,4218.79329703666,29470.7198539239,159021.584586053,511414.656414713,579343.117132214
154200,3.3427,16,1867,571,951,498,33.79,-118.29,4218.79329703666,29470.7198539239,159021.584586053,511414.656414713,579343.117132214
157500,2.5,21,1068,283,1180,274,33.79,-118.3,4798.66390125545,29618.5980865677,159636.900059997,510839.28201942,578762.629274054
146200,3.1392,8,1115,412,1472,396,33.8,-118.3,5659.45490213271,28524.5073040554,160466.598453132,509969.16630792,577897.453459137
174000,2.9375,31,1535,369,1291,340,33.79,-118.27,3530.74661292187,29260.1357371979,157800.192498226,512568.24936293,580506.548587128
174500,2.0458,27,1672,491,1723,462,33.78,-118.26,2415.04602675224,30308.5727833417,156354.745278612,514013.878978302,581952.320214186
158700,2.1447,26,2109,651,2120,605,33.79,-118.27,3530.74661292187,29260.1357371979,157800.192498226,512568.24936293,580506.548587128
172000,2.8462,39,1417,359,1450,367,33.79,-118.27,3530.74661292187,29260.1357371979,157800.192498226,512568.24936293,580506.548587128
138100,2.7143,34,1349,371,1716,380,33.79,-118.25,3737.46195160169,29165.0265727464,156591.358831809,513725.613184035,581673.237941205
150400,2.7308,38,1730,460,1724,424,33.79,-118.25,3737.46195160169,29165.0265727464,156591.358831809,513725.613184035,581673.237941205
139800,1.9208,39,981,286,1183,298,33.79,-118.25,3737.46195160169,29165.0265727464,156591.358831809,513725.613184035,581673.237941205
164700,1.9923,21,2188,706,2265,652,33.78,-118.26,2415.04602675224,30308.5727833417,156354.745278612,514013.878978302,581952.320214186
205600,3.5488,42,1162,264,1044,241,33.79,-118.26,3516.1178607215,29198.0441473828,157194.187681181,513146.461510079,581089.487254982
350000,2.5588,20,59,24,69,23,33.78,-118.23,3971.91272960601,30297.470970227,154545.953609507,515751.421910375,583703.61764743
154700,2.0956,35,1239,473,1524,387,33.78,-118.26,2415.04602675224,30308.5727833417,156354.745278612,514013.878978302,581952.320214186
182100,1.4444,32,296,139,511,133,33.78,-118.25,2727.30119211417,30276.7625673594,155748.597122495,514592.124008226,582535.276705623
152300,2.25,24,574,173,784,162,33.78,-118.24,3279.13397250922,30273.0585268336,155145.654059974,515171.306039814,583119.043328953
163100,2.1311,36,2191,739,2931,692,33.78,-118.26,2415.04602675224,30308.5727833417,156354.745278612,514013.878978302,581952.320214186
164200,2.4545,36,886,253,809,219,33.77,-118.26,1332.16821427445,31419.201908866,155518.721539248,514882.234466175,582815.994920776
150600,1.9964,26,2272,694,2567,595,33.77,-118.27,1370.32224483544,31476.9258280165,156131.371057461,514305.834900854,582234.644250875
167300,2.5262,21,3354,1174,4426,1110,33.78,-118.27,2436.29763806683,30368.4008528505,156964.061391477,513436.574121848,581370.176297766
160100,3.2115,37,1212,304,1076,293,33.78,-118.28,2783.42745572643,30456.0816605599,157576.508706027,512860.212619774,580788.847405866
141300,1.5369,39,1731,485,2115,478,33.77,-118.27,1370.32224483544,31476.9258280165,156131.371057461,514305.834900854,582234.644250875
112500,3.125,46,22,11,32,7,33.76,-118.27,541.185980025653,32585.6841424038,155302.176841802,515176.026961871,583099.948709359
346200,2.9571,18,3821,795,2831,769,33.77,-118.3,3527.21597013652,31810.4952704212,157987.907889589,512582.312828136,580495.495456502
290500,5.7764,18,9659,1716,4336,1674,33.76,-118.3,3295.08487217223,32908.0541875528,157168.723276125,513455.218422222,581363.178328876
146900,2.9063,47,307,69,374,65,33.77,-118.28,1920.9156049667,31561.5370888293,156747.142996321,513730.379316768,581654.109148806
186800,2.45,41,1305,381,1384,369,33.75,-118.28,1730.14461295974,33773.7270129352,155099.020757454,515473.495812083,583387.133891849
187500,1.8393,18,393,189,429,188,33.75,-118.28,1730.14461295974,33773.7270129352,155099.020757454,515473.495812083,583387.133891849
2e+05,1.5394,40,1751,512,1939,503,33.74,-118.28,2520.80059544449,34880.3803876053,154280.377562429,516346.43621499,584254.889472641
208300,1.2276,21,2442,719,1916,646,33.75,-118.28,1730.14461295974,33773.7270129352,155099.020757454,515473.495812083,583387.133891849
350000,0.7591,16,855,271,486,250,33.74,-118.28,2520.80059544449,34880.3803876053,154280.377562429,516346.43621499,584254.889472641
416100,4.2308,19,2356,440,1291,418,33.75,-118.3,3427.35732773092,34006.5480939762,156353.153933407,514329.044519389,582231.689423144
285200,5.1269,6,6097,1270,2678,1226,33.76,-118.3,3295.08487217223,32908.0541875528,157168.723276125,513455.218422222,581363.178328876
265600,5.6611,42,967,175,481,163,33.75,-118.3,3427.35732773092,34006.5480939762,156353.153933407,514329.044519389,582231.689423144
273400,4.625,48,1958,386,1098,380,33.75,-118.3,3427.35732773092,34006.5480939762,156353.153933407,514329.044519389,582231.689423144
270800,4.4671,47,2223,410,1163,413,33.74,-118.3,3126.27701194925,35105.8892199092,155541.256730679,515203.786435884,583101.02503845
350000,4.5074,36,2464,472,1111,457,33.74,-118.31,3409.22265618367,35254.3663155749,156176.187543467,514633.892893495,582525.328305499
351200,4.3472,22,5042,974,2260,935,33.74,-118.31,3409.22265618367,35254.3663155749,156176.187543467,514633.892893495,582525.328305499
192400,2.5795,27,1650,443,1359,386,33.75,-118.29,2552.52395471762,33877.7685100912,155724.572656767,514900.794396004,582809.000899357
203100,3.5056,23,1957,517,1454,526,33.75,-118.3,3427.35732773092,34006.5480939762,156353.153933407,514329.044519389,582231.689423144
218900,2.7031,37,1319,292,766,285,33.75,-118.29,2552.52395471762,33877.7685100912,155724.572656767,514900.794396004,582809.000899357
195300,2.1473,29,1503,411,1368,390,33.74,-118.29,3104.02325687301,34981.1423739043,154909.307854064,515774.635267799,583677.546243058
306700,2.2188,52,1438,472,1018,399,33.74,-118.29,3104.02325687301,34981.1423739043,154909.307854064,515774.635267799,583677.546243058
238300,2.75,41,1382,361,905,344,33.74,-118.29,3104.02325687301,34981.1423739043,154909.307854064,515774.635267799,583677.546243058
225800,2.0329,30,2074,533,1311,531,33.74,-118.29,3104.02325687301,34981.1423739043,154909.307854064,515774.635267799,583677.546243058
225000,2.5759,43,1854,519,1151,486,33.73,-118.29,2005.58275353554,36085.0426952217,154097.752826925,516649.389335362,584546.913955409
242300,2.1382,21,2492,711,1699,672,33.73,-118.29,2005.58275353554,36085.0426952217,154097.752826925,516649.389335362,584546.913955409
268500,3.3616,30,2835,711,1669,652,33.73,-118.29,2005.58275353554,36085.0426952217,154097.752826925,516649.389335362,584546.913955409
255400,2.7451,42,1731,435,866,403,33.73,-118.3,2039.85928805463,36206.0003917697,154733.089472011,516079.439514816,583971.181492473
260500,2.9386,23,3075,860,1584,806,33.74,-118.3,3126.27701194925,35105.8892199092,155541.256730679,515203.786435884,583101.02503845
368500,5.0874,36,1725,295,799,306,33.73,-118.31,2451.61835895059,36350.000987821,155371.39650984,515510.445539822,583396.273996548
351900,5.249,52,1665,280,656,282,33.73,-118.31,2451.61835895059,36350.000987821,155371.39650984,515510.445539822,583396.273996548
285200,3.9167,20,2625,673,1184,606,33.74,-118.3,3126.27701194925,35105.8892199092,155541.256730679,515203.786435884,583101.02503845
293900,4.194,47,2852,603,1130,560,33.73,-118.3,2039.85928805463,36206.0003917697,154733.089472011,516079.439514816,583971.181492473
350000,4.2059,52,2025,361,957,363,33.73,-118.31,2451.61835895059,36350.000987821,155371.39650984,515510.445539822,583396.273996548
248100,1.8584,44,1853,556,2090,539,33.74,-118.28,2520.80059544449,34880.3803876053,154280.377562429,516346.43621499,584254.889472641
234500,2.0469,39,2602,802,2178,737,33.73,-118.28,2365.25714836563,35987.3602496603,153465.423472119,517220.291835714,585123.468944181
243200,2.1935,52,2085,588,1767,516,33.73,-118.28,2365.25714836563,35987.3602496603,153465.423472119,517220.291835714,585123.468944181
227200,1.9167,45,2137,559,1550,529,33.73,-118.28,2365.25714836563,35987.3602496603,153465.423472119,517220.291835714,585123.468944181
231700,2.7139,30,3161,813,1865,771,33.73,-118.29,2005.58275353554,36085.0426952217,154097.752826925,516649.389335362,584546.913955409
257500,3.1932,25,2469,584,1253,535,33.72,-118.29,939.481943734001,37189.4225932732,153289.966496776,517525.051968048,585417.100372638
253400,3.4474,28,2647,658,1459,595,33.72,-118.3,1010.59695780217,37306.8134877893,153928.710907056,516955.999126013,584842.155121338
267800,3.3397,28,2510,583,1388,554,33.72,-118.3,1010.59695780217,37306.8134877893,153928.710907056,516955.999126013,584842.155121338
276400,3.5694,40,2582,606,1304,588,33.73,-118.3,2039.85928805463,36206.0003917697,154733.089472011,516079.439514816,583971.181492473
321500,4.1812,52,1642,287,692,288,33.73,-118.31,2451.61835895059,36350.000987821,155371.39650984,515510.445539822,583396.273996548
326700,4.1451,26,2711,508,1372,459,33.72,-118.31,1694.38140196409,37446.5974542498,154570.413659656,516387.902674347,584268.035324608
311900,4.7216,41,2168,357,1171,374,33.69,-118.33,4138.20561616142,41059.4728795164,153503.531819949,517897.709274877,585747.135234439
409800,5.4533,33,2265,366,986,388,33.73,-118.31,2451.61835895059,36350.000987821,155371.39650984,515510.445539822,583396.273996548
500001,7.6886,25,1099,168,407,159,33.73,-118.32,3093.63574981918,36516.7718802508,156012.637475594,514942.410584786,582822.193914933
446700,6.4246,25,6191,1081,2297,1023,33.72,-118.33,3420.96466004657,37792.3108919453,155862.547842415,515254.591613954,583122.281867874
3e+05,3.7596,36,3135,746,1815,697,33.71,-118.29,464.491983970513,38294.240576079,152486.00875703,518401.618561707,586288.101849282
401900,5.3074,42,1297,246,611,242,33.67,-118.31,4926.08786007724,42941.4255712864,150624.738412487,520788.595490939,588638.949566873
361500,6.2028,35,2790,447,1167,441,33.72,-118.3,1010.59695780217,37306.8134877893,153928.710907056,516955.999126013,584842.155121338
464300,3.1071,40,1644,471,780,416,33.71,-118.29,464.491983970513,38294.240576079,152486.00875703,518401.618561707,586288.101849282
332800,4.25,40,1933,475,902,412,33.71,-118.29,464.491983970513,38294.240576079,152486.00875703,518401.618561707,586288.101849282
303800,4.5606,31,2809,666,1316,633,33.71,-118.29,464.491983970513,38294.240576079,152486.00875703,518401.618561707,586288.101849282
254300,3.274,39,2651,590,1103,508,33.72,-118.29,939.481943734001,37189.4225932732,153289.966496776,517525.051968048,585417.100372638
225000,3.5109,21,1568,452,801,422,33.72,-118.29,939.481943734001,37189.4225932732,153289.966496776,517525.051968048,585417.100372638
287500,3.7282,8,2842,522,1624,510,33.68,-118.28,3824.30397810443,41526.2427657126,149448.092331917,521603.137042057,589478.597073587
396400,7.642,31,3857,607,1695,572,34.24,-118.23,35483.8176483063,20916.4519564077,196352.069175469,477034.473765621,545062.938235181
367100,6,34,2377,362,1055,362,34.23,-118.23,34718.3445845711,19806.6373187532,195395.992995499,477851.335248865,545881.131929649
394100,7.1463,31,3019,469,1349,462,34.24,-118.24,34830.2671621737,20881.2662358105,196821.911852982,476410.704711371,544440.372124375
380100,7.585,31,3812,595,1645,591,34.24,-118.24,34830.2671621737,20881.2662358105,196821.911852982,476410.704711371,544440.372124375
361000,4.5486,36,2288,439,1079,434,34.22,-118.23,33972.024309275,18697.0763387921,194441.574122172,478669.383570719,546700.360203047
352700,5.3473,41,1912,308,896,314,34.23,-118.24,34050.0249389337,19769.4720373278,195868.184378946,477228.557880743,545259.42385877
254200,6.01,43,1061,208,514,208,34.23,-118.24,34050.0249389337,19769.4720373278,195868.184378946,477228.557880743,545259.42385877
292100,5.1028,42,1541,280,753,264,34.23,-118.24,34050.0249389337,19769.4720373278,195868.184378946,477228.557880743,545259.42385877
271200,4.1667,35,2839,592,1413,538,34.23,-118.25,33393.7058151014,19775.1136006662,196343.621036693,476606.67177429,544638.489287604
336900,4.9355,34,3150,518,1392,480,34.25,-118.25,35001.5650777158,21998.1462241698,198248.039391638,474970.168789494,542999.704254864
296200,4.6852,34,2421,475,1232,454,34.23,-118.25,33393.7058151014,19775.1136006662,196343.621036693,476606.67177429,544638.489287604
312100,6.1873,35,1535,283,816,287,34.24,-118.26,33560.7393536212,20932.4428325005,197771.29493615,475165.840075987,543197.560124084
344400,6.6277,35,1666,280,788,273,34.24,-118.26,33560.7393536212,20932.4428325005,197771.29493615,475165.840075987,543197.560124084
329500,5.7083,35,2485,418,1226,406,34.24,-118.26,33560.7393536212,20932.4428325005,197771.29493615,475165.840075987,543197.560124084
271900,4.4821,42,890,179,555,200,34.24,-118.26,33560.7393536212,20932.4428325005,197771.29493615,475165.840075987,543197.560124084
217700,4.4083,41,1979,496,1157,459,34.23,-118.25,33393.7058151014,19775.1136006662,196343.621036693,476606.67177429,544638.489287604
301200,5.5362,30,2062,396,1089,375,34.22,-118.25,32616.9262758165,18663.6746577964,195393.942328516,477426.701055107,545459.431841144
261300,5.0862,37,1954,368,967,370,34.23,-118.25,33393.7058151014,19775.1136006662,196343.621036693,476606.67177429,544638.489287604
209200,4.5759,43,1428,325,836,302,34.23,-118.26,32750.1087065057,19823.5254616374,196822.279446855,475985.680429372,544018.330871299
263700,7.5582,38,1107,194,518,195,34.23,-118.26,32750.1087065057,19823.5254616374,196822.279446855,475985.680429372,544018.330871299
326600,5.4306,33,1805,303,838,301,34.23,-118.26,32750.1087065057,19823.5254616374,196822.279446855,475985.680429372,544018.330871299
341700,3.5707,29,2174,418,1030,395,34.21,-118.22,33955.4334202322,17677.5808800507,193015.170129575,480110.302451527,548141.38734842
268000,3.5174,36,2988,719,1357,657,34.21,-118.23,33246.1466914436,17587.8170240252,193488.837080387,479488.612656625,547520.618411384
273400,3.3287,29,2584,608,1217,568,34.21,-118.23,33246.1466914436,17587.8170240252,193488.837080387,479488.612656625,547520.618411384
2e+05,2.5463,32,1464,406,693,380,34.21,-118.23,33246.1466914436,17587.8170240252,193488.837080387,479488.612656625,547520.618411384
234800,3.4148,38,1399,390,859,386,34.21,-118.23,33246.1466914436,17587.8170240252,193488.837080387,479488.612656625,547520.618411384
263900,3.4531,41,2476,506,1271,485,34.22,-118.24,33288.642751147,18657.6963207838,194916.133179707,478047.596053437,546079.508787835
252000,4.1523,34,1722,406,926,371,34.22,-118.24,33288.642751147,18657.6963207838,194916.133179707,478047.596053437,546079.508787835
267000,3.8068,34,2510,535,1516,542,34.22,-118.25,32616.9262758165,18663.6746577964,195393.942328516,477426.701055107,545459.431841144
285000,6.213,50,309,47,121,45,34.21,-118.23,33246.1466914436,17587.8170240252,193488.837080387,479488.612656625,547520.618411384
317900,5.3925,51,1477,280,750,295,34.2,-118.23,32542.0797302538,16478.920293291,192537.80683683,480309.016464726,548341.901932635
306300,3.399,48,1473,294,807,296,34.2,-118.23,32542.0797302538,16478.920293291,192537.80683683,480309.016464726,548341.901932635
309900,5.5756,41,2067,452,1282,455,34.2,-118.24,31827.8394225846,16434.2153371013,193017.158780068,479689.203120153,547722.759660478
245600,3.5777,32,3817,886,1888,829,34.21,-118.24,32547.4442038499,17545.9425994273,193965.782938479,478867.813149079,546900.622263682
241300,5.529,36,2507,517,1232,470,34.22,-118.24,33288.642751147,18657.6963207838,194916.133179707,478047.596053437,546079.508787835
462200,7.2812,34,8206,1186,3141,1150,34.22,-118.27,31311.4786791545,18811.2053105267,196359.215817938,476187.602601196,544221.611965247
422000,3.6875,47,1853,345,757,310,34.18,-118.23,31205.237819939,14262.5528460629,190640.96887285,481953.324242848,549987.526535146
457400,6.207,43,1708,280,768,276,34.18,-118.23,31205.237819939,14262.5528460629,190640.96887285,481953.324242848,549987.526535146
446600,8.1132,45,2332,343,943,339,34.18,-118.23,31205.237819939,14262.5528460629,190640.96887285,481953.324242848,549987.526535146
500001,8.1657,32,14556,2077,5459,2017,34.18,-118.26,28998.1787394398,14286.0102945455,192103.415719056,480102.480150824,548137.547758793
331300,3.215,36,959,204,446,210,34.19,-118.22,32600.8736950631,15473.1215626643,191110.019748707,481750.310758178,549783.270643663
4e+05,4.9297,31,4704,920,1895,886,34.19,-118.22,32600.8736950631,15473.1215626643,191110.019748707,481750.310758178,549783.270643663
409800,3.9777,36,2443,492,1115,493,34.19,-118.22,32600.8736950631,15473.1215626643,191110.019748707,481750.310758178,549783.270643663
500001,12.1579,14,2672,335,1113,318,34.18,-118.21,32723.4894320706,14541.2769119756,189682.42757047,483191.695788207,551224.728194337
366700,3.5781,37,4524,1005,2099,937,34.17,-118.23,30575.5800973026,13155.3223821706,189695.213374528,482777.216291509,550811.858481488
472700,8.1325,24,8590,1231,3401,1178,34.17,-118.21,32123.7836872743,13457.0345152141,188731.755751913,484013.630226661,552047.363557348
420500,5.9199,25,434,74,199,75,34.16,-118.21,31551.8786028666,12377.7091500534,187782.854904564,484836.719235283,552871.008746021
375700,6.6009,49,1788,267,735,266,34.16,-118.19,33157.0217616819,12962.2269310472,186827.852424074,486074.737106079,554107.909014293
446100,6.8317,31,5550,881,2465,862,34.16,-118.2,32351.2989695085,12639.850777945,187303.664303891,485455.285141449,553489.074052398
429100,5.1718,31,3105,582,1359,547,34.16,-118.23,29973.9583364684,12048.9610581564,188751.269137038,483602.259219387,551637.197470754
257100,3.1004,26,1649,522,1332,483,34.15,-118.23,29402.0935922641,10943.7324753993,187809.163471017,484428.447146186,552463.538989581
370400,5.3369,40,2124,370,998,372,34.15,-118.23,29402.0935922641,10943.7324753993,187809.163471017,484428.447146186,552463.538989581
374300,3.3333,40,2549,591,1156,546,34.16,-118.24,29196.5891144222,11987.7181031656,189240.44141715,482986.371951373,551021.456708206
406200,9.5823,52,2187,284,733,274,34.16,-118.24,29196.5891144222,11987.7181031656,189240.44141715,482986.371951373,551021.456708206
380400,6.6603,52,1904,297,797,286,34.16,-118.24,29196.5891144222,11987.7181031656,189240.44141715,482986.371951373,551021.456708206
368100,4.9135,52,2477,385,993,371,34.16,-118.25,28427.7945113573,11997.0272839821,189732.889721568,482371.384425283,550406.496013877
372900,5.1242,52,1532,292,631,275,34.17,-118.25,29061.6259532986,13107.7784474449,190671.860420015,481544.3828864,549579.459573546
280000,2.5668,24,5131,1436,2690,1371,34.16,-118.25,28427.7945113573,11997.0272839821,189732.889721568,482371.384425283,550406.496013877
318600,3.8576,20,5949,1417,2593,1337,34.17,-118.26,28319.2138987803,13180.7534954043,191165.066899548,480929.317506668,548964.431488261
187500,3.1484,17,2943,769,1312,656,34.16,-118.26,27668.2893105257,12076.7254491344,190228.588603638,481757.300093234,549792.318011852
206300,3.1733,19,2919,857,1866,811,34.16,-118.26,27668.2893105257,12076.7254491344,190228.588603638,481757.300093234,549792.318011852
351100,3.7321,20,3407,885,1883,870,34.16,-118.26,27668.2893105257,12076.7254491344,190228.588603638,481757.300093234,549792.318011852
354700,5.5118,48,1560,280,825,269,34.17,-118.27,27587.5605324585,13317.1252354584,191661.495225082,480315.157633557,548350.187828684
238700,2.9148,15,5036,1299,3164,1175,34.16,-118.27,26918.8598216392,12225.4360685445,190727.512714139,481144.122419878,549178.925334603
321200,3.6587,45,1865,360,973,349,34.16,-118.27,26918.8598216392,12225.4360685445,190727.512714139,481144.122419878,549178.925334603
331200,5.5658,52,2332,433,1135,440,34.17,-118.28,26867.5448134457,13514.9747052482,192161.120422128,479701.906751426,547736.731240318
374000,6.9135,52,2010,286,908,326,34.17,-118.27,27587.5605324585,13317.1252354584,191661.495225082,480315.157633557,548350.187828684
500001,7.8383,52,2287,295,829,296,34.17,-118.27,27587.5605324585,13317.1252354584,191661.495225082,480315.157633557,548350.187828684
498400,6.2976,52,3034,406,1158,399,34.18,-118.27,28284.1798694064,14411.9125805917,192597.367690798,479487.336165059,547522.451680596
446800,7.4046,47,2243,339,911,319,34.18,-118.28,27582.4389561694,14594.9070770275,193094.513260282,478873.100010255,546908.14176912
358000,5.3185,52,2602,418,1137,419,34.18,-118.28,27582.4389561694,14594.9070770275,193094.513260282,478873.100010255,546908.14176912
323500,5.049,52,1602,265,667,251,34.18,-118.29,26893.915561656,14832.8808784517,193594.827819742,478259.77519065,546294.620682993
365600,6.884,50,2195,336,878,309,34.18,-118.28,27582.4389561694,14594.9070770275,193094.513260282,478873.100010255,546908.14176912
256300,3.6354,22,2664,651,1553,629,34.17,-118.28,26867.5448134457,13514.9747052482,192161.120422128,479701.906751426,547736.731240318
255400,2.3482,17,3852,1066,2986,993,34.17,-118.29,26160.1276895111,13771.6525114308,192663.917615245,479089.568357298,547124.064377121
292600,4.325,52,1732,305,875,311,34.17,-118.29,26160.1276895111,13771.6525114308,192663.917615245,479089.568357298,547124.064377121
286600,3.6974,10,4292,1075,2719,987,34.18,-118.29,26893.915561656,14832.8808784517,193594.827819742,478259.77519065,546294.620682993
