date,ibm,sp,ko
1966-07-29,-0.027817,-0.013453,0.03005
1966-08-31,-0.0562,-0.077751,-0.027553
1966-09-30,-0.00936,-0.007004,-0.000333
1966-10-31,0.045669,0.047544,0.105705
1966-11-30,0.135843,0.003117,0.049772
1966-12-30,-0.011968,-0.001492,0.042151
1967-01-31,0.07537,0.078178,0.059972
1967-02-28,0.079099,0.001963,0.057895
1967-03-31,0.048837,0.03941,0.032587
1967-04-28,0.100887,0.042239,0.096852
1967-05-31,-0.035234,-0.052441,-0.004415
1967-06-30,0.067024,0.017512,0.097783
1967-07-31,0.020603,0.045344,0.035497
1967-08-31,-0.013589,-0.011715,-0.061704
1967-09-29,0.097049,0.032785,0.037787
1967-10-31,0.082535,-0.029056,0.0
1967-11-30,0.033024,0.001065,0.119394
1967-12-29,0.02451,0.026277,-0.039855
1968-01-31,-0.051834,-0.043848,-0.049057
1968-02-29,-0.022204,-0.031223,0.011905
1968-03-29,0.056034,0.0094,0.051176
1968-04-30,0.106122,0.081929,0.097378
1968-05-31,0.055793,0.011169,0.006826
1968-06-28,-0.009104,0.00912,0.000678
1968-07-30,-0.042403,-0.018478,-0.047619
1968-08-30,-0.009151,0.011459,0.046429
1968-09-30,0.0,0.038539,-0.018089
1968-10-31,-0.081642,0.007208,-0.001745
1968-11-29,0.087134,0.047964,0.044406
1968-12-31,-0.05618,-0.041617,-0.038655
1969-01-31,-0.059524,-0.008184,0.003497
1969-02-28,-0.007004,-0.047374,-0.047038
1969-03-28,0.070303,0.034444,0.039561
1969-04-30,0.044586,0.021476,0.019435
1969-05-29,-0.025,-0.002218,0.039861
1969-06-30,0.058777,-0.055577,-0.068933
1969-07-31,-0.03923,-0.060178,-0.023381
1969-08-29,0.066256,0.040074,0.075506
1969-09-30,0.000725,-0.025024,0.064452
1969-10-31,0.044171,0.044244,0.080775
1969-11-28,-0.006935,-0.035274,-0.063318
1969-12-31,0.021008,-0.018655,0.054487
1970-01-30,-0.080247,-0.076472,-0.036474
1970-02-27,0.018494,0.052693,0.045741
1970-03-31,-0.005143,0.001453,-0.02733
1970-04-30,-0.119645,-0.090483,-0.080997
1970-05-29,-0.063087,-0.060967,-0.035593
1970-06-30,-0.100719,-0.050033,-0.019543
1970-07-31,0.0138,0.073295,0.048649
1970-08-31,0.0555,0.044459,-0.013746
1970-09-30,0.095775,0.032998,0.043345
1970-10-30,0.011825,-0.0114,0.057047
1970-11-30,0.045068,0.047447,0.068063
1970-12-31,0.034174,0.056766,0.01194
1971-01-29,0.02439,0.040477,0.026549
1971-02-26,0.037788,0.009074,0.001437
1971-03-31,0.062407,0.036796,0.086313
1971-04-30,0.000699,0.036288,0.019894
1971-05-28,-0.08232,-0.041558,0.046814
1971-06-30,-0.030581,0.000703,0.023801
1971-07-30,-0.08123,-0.041324,-0.026797
1971-08-31,0.04824,0.036095,0.091364
1971-09-30,-0.000822,-0.006968,-0.000963
1971-10-29,-0.0107,-0.041794,0.004608
1971-11-30,0.020965,-0.002547,-0.003257
1971-12-31,0.101473,0.086179,0.127021
1972-01-31,0.093611,0.018121,-0.018443
1972-02-29,0.005027,0.025303,0.042797
1972-03-30,0.037313,0.005912,0.012292
1972-04-28,0.00981,0.004384,0.034722
1972-05-31,0.033938,0.017275,0.019175
1972-06-30,-0.014456,-0.021821,0.007789
1972-07-31,0.022321,0.002333,0.06367
1972-08-31,0.022707,0.034454,-0.005282
1972-09-29,-0.004896,-0.004861,0.001133
1972-10-31,-0.051661,0.009317,0.019504
1972-11-30,0.017769,0.045617,-0.005843
1972-12-29,0.028133,0.011828,0.042105
1973-01-31,0.083333,-0.017111,-0.018519
1973-02-28,-0.00597,-0.03749,-0.037736
1973-03-30,0.0,-0.001433,-0.000535
1973-04-30,-0.054461,-0.0408,-0.012522
1973-05-31,-0.032261,-0.018884,0.019928
1973-06-29,0.007149,-0.006575,0.019893
1973-07-31,-0.007886,0.037982,0.006114
1973-08-31,-0.039364,-0.036685,-0.021701
1973-09-28,-0.142857,0.040096,0.041526
1973-10-31,0.08624,-0.001291,-0.024786
1973-11-30,-0.050419,-0.113861,-0.086941
1973-12-31,-0.068868,0.016569,-0.025048
1974-01-31,-0.006079,-0.010046,-0.071146
1974-02-28,-0.024852,-0.003624,-0.021277
1974-03-29,-0.008933,-0.02328,-0.037978
1974-04-30,-0.036055,-0.039051,-0.041998
1974-05-31,-0.059274,-0.033551,0.015403
1974-06-28,0.001176,-0.014665,0.012905
1974-07-31,-0.052291,-0.077791,-0.211806
1974-08-30,-0.040298,-0.090279,-0.145374
1974-09-30,-0.171875,-0.119335,-0.288213
1974-10-31,0.189465,0.163047,0.229268
1974-11-29,-0.054858,-0.05318,-0.134405
1974-12-31,-0.052186,-0.020151,-0.018519
1975-01-31,0.120536,0.122812,0.257075
1975-02-28,0.152722,0.059886,0.04878
1975-03-31,-0.041183,0.021694,0.138819
1975-04-30,0.015729,0.047265,0.014241
1975-05-30,0.031566,0.044101,0.120125
1975-06-30,-0.027907,0.044323,0.016156
1975-07-31,-0.089713,-0.067654,-0.12
1975-08-29,-0.011827,-0.02107,-0.034483
1975-09-30,0.010738,-0.034645,-0.073701
1975-10-31,0.12749,0.061643,0.14841
1975-11-28,0.074794,0.024708,0.084
1975-12-31,-0.009387,-0.011508,-0.06
1976-01-30,0.149387,0.118306,0.12766
1976-02-27,-0.001455,-0.011402,-0.088949
1976-03-31,0.024939,0.030689,0.047781
1976-04-30,-0.03292,-0.010995,-0.061166
1976-05-28,0.019734,-0.014364,-0.015152
1976-06-30,0.078422,0.040926,0.043538
1976-07-30,-0.016712,-0.008055,0.031204
1976-08-31,0.01378,-0.005124,-0.004323
1976-09-30,0.028323,0.022641,0.001881
1976-10-29,-0.034207,-0.022235,-0.042213
1976-11-30,0.00552,-0.007775,-0.029939
1976-12-31,0.029982,0.052498,-0.00158
1977-01-31,-0.013883,-0.05053,-0.053797
1977-02-28,0.011807,-0.02166,0.025084
1977-03-31,0.001812,-0.014025,0.013312
1977-04-29,-0.064195,0.000203,-0.037398
1977-05-31,-0.041546,-0.023568,-0.028716
1977-06-30,0.075356,0.04536,0.047235
1977-07-29,0.015625,-0.016222,0.050336
1977-08-31,0.010256,-0.021042,0.015974
1977-09-30,-0.02748,-0.00248,0.006541
1977-10-31,-0.014368,-0.043406,-0.056782
1977-11-30,0.035957,0.026966,0.023679
1977-12-30,0.035985,0.002847,-0.016502
1978-01-31,-0.02925,-0.061514,-0.040268
1978-02-28,-0.042825,-0.024762,0.003497
1978-03-31,-0.062687,0.024931,0.067875
1978-04-28,0.129512,0.085416,0.115512
1978-05-31,-0.018308,0.004234,0.008876
1978-06-30,-0.003872,-0.017585,-0.010323
1978-07-31,0.092323,0.05391,0.020958
1978-08-31,0.04895,0.025924,0.055718
1978-09-29,-0.050964,-0.007261,-0.012556
1978-10-31,-0.046029,-0.091574,-0.071023
1978-11-30,0.030766,0.01664,0.019817
1978-12-29,0.107607,0.014889,0.063636
1979-01-31,0.034338,0.039746,-0.002849
1979-02-28,-0.017198,-0.036526,-0.037143
1979-03-30,0.051667,0.055152,-0.009139
1979-04-30,-0.003962,0.001673,-0.033333
1979-05-31,-0.021671,-0.026336,-0.015674
1979-06-29,-0.034539,0.038656,-0.012994
1979-07-31,-0.049404,0.008746,0.026144
1979-08-31,0.015914,0.053078,0.019108
1979-09-28,-0.032143,0.0,-0.072125
1979-10-31,-0.079336,-0.068606,-0.061433
1979-11-30,0.05988,0.042624,-0.007564
1979-12-31,-0.01341,0.016767,0.026022
1980-01-31,0.066019,0.057625,0.018116
1980-02-29,-0.062149,-0.00438,-0.064057
1980-03-31,-0.122047,-0.101795,-0.025399
1980-04-30,-0.015695,0.04114,0.055556
1980-05-30,0.024784,0.046571,0.015038
1980-06-30,0.060948,0.026969,-0.006222
1980-07-31,0.110638,0.065039,0.121212
1980-08-29,0.017011,0.005835,-0.040541
1980-09-30,-0.020992,0.025168,-0.076338
1980-10-31,0.038986,0.016021,-0.050388
1980-11-28,0.035422,0.102377,0.009469
1980-12-31,-0.00367,-0.033874,0.098765
1981-01-30,-0.051565,-0.045742,0.007491
1981-02-27,0.011417,0.013277,0.066914
1981-03-31,-0.029183,0.036033,0.044042
1981-04-30,-0.06012,-0.023456,-0.061017
1981-05-29,0.016802,-0.001657,0.079422
1981-06-30,-0.014894,-0.010408,-0.054716
1981-07-31,-0.030238,-0.00221,-0.021583
1981-08-31,-0.002494,-0.062099,-0.036765
1981-09-30,-0.018141,-0.053832,0.048244
1981-10-30,-0.048499,0.049148,0.092593
1981-11-30,0.074951,0.03659,-0.018169
1981-12-31,0.043578,-0.030075,-0.024561
1982-01-29,0.118681,-0.017544,-0.061151
1982-02-26,-0.013988,-0.060548,-0.072797
1982-03-31,-0.034343,-0.010167,0.10314
1982-04-30,0.075314,0.040014,0.041985
1982-05-28,-0.029416,-0.039162,-0.044103
1982-06-30,-0.014228,-0.02029,0.054688
1982-07-30,0.082474,-0.022991,0.085185
1982-08-31,0.08739,0.115977,0.075085
1982-09-30,0.04078,0.007614,0.050667
1982-10-29,0.088586,0.110364,0.07362
1982-11-30,0.093709,0.036123,0.1456
1982-12-31,0.112717,0.015158,0.050505
1983-01-31,0.027273,0.033134,-0.033654
1983-02-28,0.009962,0.018995,-0.00995
1983-03-31,0.027778,0.033095,0.088844
1983-04-29,0.149877,0.074922,0.03972
1983-05-31,-0.041026,-0.012346,-0.067416
1983-06-30,0.080899,0.035224,-0.025639
1983-07-29,0.00104,-0.033014,-0.072682
1983-08-31,0.000623,0.011319,0.113514
1983-09-30,0.061715,0.010158,0.000874
1983-10-31,-0.000985,-0.015174,0.02457
1983-11-30,-0.066469,0.017426,0.072806
1983-12-30,0.039404,-0.008834,-0.031674
1984-01-31,-0.064549,-0.009216,-0.051402
1984-02-29,-0.02563,-0.038859,0.022167
1984-03-30,0.034014,0.013498,0.071133
1984-04-30,-0.002193,0.005466,0.0
1984-05-31,-0.044396,-0.059356,0.002278
1984-06-29,-0.018561,0.017469,0.060273
1984-07-31,0.047281,-0.016451,0.032538
1984-08-31,0.127314,0.106332,0.039916
1984-09-28,0.00404,-0.00348,0.023273
1984-10-31,0.011871,-6e-05,0.037924
1984-11-30,-0.023069,-0.015112,-0.037462
1984-12-31,0.011294,0.022374,0.008081
1985-01-31,0.107614,0.074085,-0.038076
1985-02-28,-0.009349,0.008685,0.058333
1985-03-29,-0.052239,-0.002925,0.114016
1985-04-30,-0.003937,-0.004594,-0.021429
1985-05-31,0.025494,0.054051,-0.009124
1985-06-28,-0.037901,0.012134,0.033002
1985-07-31,0.061616,-0.004848,0.041441
1985-08-30,-0.027783,-0.011995,-0.008651
1985-09-30,-0.021718,-0.034724,-0.015846
1985-10-31,0.048436,0.042509,0.026882
1985-11-29,0.084504,0.065062,0.172635
1985-12-31,0.112701,0.045061,0.015015
1986-01-31,-0.025723,0.002367,-0.007396
1986-02-28,0.003135,0.071489,0.147541
1986-03-31,0.004143,0.052794,0.10161
1986-04-30,0.031353,-0.014148,0.059382
1986-05-30,-0.01776,0.050229,0.040359
1986-06-30,-0.038556,0.01411,0.088621
1986-07-31,-0.095563,-0.058683,-0.064741
1986-08-29,0.055472,0.071193,-0.031949
1986-09-30,-0.030631,-0.085439,-0.098746
1986-10-31,-0.080855,0.054729,0.081181
1986-11-28,0.037209,0.021477,0.003686
1986-12-31,-0.056047,-0.028288,0.034247
1987-01-30,0.072917,0.131767,0.129139
1987-02-27,0.092039,0.036924,0.052786
1987-03-31,0.076165,0.02639,0.025738
1987-04-30,0.066611,-0.01145,-0.068306
1987-05-29,0.006089,0.006034,0.005865
1987-06-30,0.015625,0.047915,0.044431
1987-07-31,-0.009231,0.048224,0.070225
1987-08-31,0.05264,0.034959,0.062992
1987-09-30,-0.104677,-0.024166,-0.038914
1987-10-30,-0.187396,-0.21763,-0.147287
1987-11-30,-0.086939,-0.085349,-0.096242
1987-12-31,0.042889,0.072861,0.030405
1988-01-29,-0.027056,0.040432,0.005763
1988-02-29,0.055395,0.041817,-0.006645
1988-03-31,-0.084043,-0.033343,0.031438
1988-04-29,0.053426,0.009425,0.0
1988-05-31,0.001985,0.003176,-0.006536
1988-06-30,0.132222,0.043256,0.034211
1988-07-29,-0.012758,-0.005411,-0.016026
1988-08-31,-0.104573,-0.0386,0.042345
1988-09-30,0.034753,0.039729,0.10125
1988-10-31,0.062839,0.025964,-0.014286
1988-11-30,-0.024669,-0.018891,0.012754
1988-12-30,0.028481,0.014688,0.028818
1989-01-31,0.071795,0.071115,0.047619
1989-02-28,-0.061435,-0.028944,0.02139
1989-03-31,-0.101852,0.020806,0.080419
1989-04-28,0.044674,0.05009,0.058537
1989-05-31,-0.027763,0.035138,0.064516
1989-06-30,0.020525,-0.007925,-0.017922
1989-07-31,0.027933,0.08837,0.206208
1989-08-31,0.029,0.015517,-0.022059
1989-09-29,-0.067236,-0.006544,0.012632
1989-10-31,-0.08238,-0.025175,0.080224
1989-11-30,-0.014115,0.016541,0.072055
1989-12-29,-0.035851,0.021417,0.0
1990-01-31,0.047809,-0.068817,-0.108414
1990-02-28,0.065501,0.008539,0.023593
1990-03-30,0.021661,0.024255,0.065957
1990-04-30,0.027091,-0.026887,0.020067
1990-05-31,0.112018,0.091989,0.183607
1990-06-29,-0.020833,-0.008886,-0.012188
1990-07-31,-0.051064,-0.005223,0.022535
1990-08-31,-0.075471,-0.094314,-0.068871
1990-09-28,0.044172,-0.051184,-0.060355
1990-10-31,-0.009401,-0.006698,0.136076
1990-11-30,0.089775,0.059934,0.035097
1990-12-31,-0.005501,0.024828,0.005405
1991-01-31,0.121681,0.041518,0.048387
1991-02-28,0.025325,0.067281,0.074359
1991-03-28,-0.115534,0.022203,0.040382
1991-04-30,-0.095499,0.000346,-0.02765
1991-05-31,0.042087,0.038577,0.085308
1991-06-28,-0.084806,-0.047893,-0.043843
1991-07-31,0.042471,0.044859,0.103211
1991-08-30,-0.031259,0.019649,0.093555
1991-09-30,0.069677,-0.019144,-0.015361
1991-10-31,-0.05187,0.01186,0.032946
1991-11-29,-0.046209,-0.043928,0.044878
1991-12-31,-0.037838,0.111588,0.156757
1992-01-31,0.011236,-0.0199,-0.034268
1992-02-28,-0.021278,0.009565,0.054839
1992-03-31,-0.038849,-0.021832,0.003425
1992-04-30,0.086826,0.027893,0.015291
1992-05-29,0.013333,0.000964,0.060241
1992-06-30,0.078512,-0.017359,-0.087727
1992-07-31,-0.031928,0.039374,0.046875
1992-08-31,-0.072982,-0.023998,0.026866
1992-09-30,-0.067821,0.009106,-0.054884
1992-10-30,-0.171827,0.002106,0.003086
1992-11-30,0.038654,0.030262,-0.018092
1992-12-31,-0.261905,0.010108,0.053459
1993-01-29,0.022333,0.007046,0.01194
1993-02-26,0.066311,0.010484,0.0
1993-03-31,-0.064368,0.018697,0.009912
1993-04-30,-0.044226,-0.025417,-0.076246
1993-05-28,0.095938,0.022717,0.053968
1993-06-30,-0.063981,0.000755,0.040241
1993-07-30,-0.098734,-0.005327,0.005814
1993-08-31,0.033708,0.034432,0.00289
1993-09-30,-0.081967,-0.009988,-0.022017
1993-10-29,0.095238,0.019393,0.026627
1993-11-30,0.17663,-0.012911,-0.027781
1993-12-31,0.048724,0.010091,0.0625
1994-01-31,0.0,0.032501,-0.084034
1994-02-28,-0.059735,-0.030045,0.042813
1994-03-31,0.033097,-0.045746,-0.042346
1994-04-29,0.052632,0.011531,0.027692
1994-05-31,0.1,0.012419,-0.035928
1994-06-30,-0.06746,-0.026812,0.014161
1994-07-29,0.053191,0.031467,0.092308
1994-08-31,0.111111,0.037643,0.03662
1994-09-30,0.016423,-0.026898,0.061304
1994-10-31,0.070018,0.020834,0.03599
1994-11-30,-0.04698,-0.039505,0.018759
1994-12-30,0.038869,0.012299,0.007335
1995-01-31,-0.018707,0.024278,0.019417
1995-02-28,0.046794,0.036074,0.047619
1995-03-31,0.091362,0.027329,0.029
1995-04-28,0.152207,0.02796,0.031042
1995-05-31,-0.014531,0.036312,0.060215
1995-06-30,0.032258,0.021279,0.038053
1995-07-31,0.134115,0.031776,0.029412
1995-08-31,-0.04822,-0.00032,-0.020952
1995-09-29,-0.085852,0.040098,0.077354
1995-10-31,0.029101,-0.004979,0.041667
1995-11-30,-0.003856,0.041049,0.056974
1995-12-29,-0.054334,0.017444,-0.019802
1996-01-31,0.187414,0.032617,0.015152
1996-02-29,0.132488,0.006934,0.07131
1996-03-29,-0.092762,0.007917,0.027864
1996-04-30,-0.031461,0.013431,-0.015106
1996-05-31,-0.006032,0.022853,0.128834
1996-06-28,-0.0726,0.002257,0.067935
1996-07-31,0.085859,-0.045748,-0.043367
1996-08-30,0.067209,0.018814,0.072
1996-09-30,0.088525,0.054173,0.014925
1996-10-31,0.036145,0.026131,-0.007371
1996-11-29,0.238178,0.073376,0.014851
1996-12-31,-0.049412,-0.021505,0.02934
1997-01-31,0.035479,0.061317,0.099762
1997-02-28,-0.081434,0.005928,0.053996
1997-03-31,-0.045217,-0.042614,-0.08377
1997-04-30,0.169399,0.058406,0.141256
1997-05-30,0.080374,0.058577,0.076621
1997-06-30,0.043353,0.043453,-0.005255
1997-07-31,0.171745,0.078123,0.016544
1997-08-29,-0.03948,-0.057446,-0.170886
1997-09-30,0.045623,0.053154,0.066783
1997-10-31,-0.070755,-0.034478,-0.071721
1997-11-28,0.113706,0.044587,0.106225
1997-12-31,-0.044521,0.015732,0.067
1998-01-30,-0.056153,0.01015,-0.029053
1998-02-27,0.05962,0.070449,0.059846
1998-03-31,-0.005386,0.049946,0.130601
1998-04-30,0.115523,0.009076,-0.020178
1998-05-29,0.015922,-0.018826,0.032949
1998-06-30,-0.022872,0.039438,0.092823
1998-07-31,0.154056,-0.011615,-0.05848
1998-08-31,-0.14834,-0.145797,-0.190994
1998-09-30,0.140954,0.062396,-0.11286
1998-10-30,0.155642,0.080294,0.172451
1998-11-30,0.113434,0.059126,0.039223
1998-12-31,0.116578,0.056375,-0.043711
1999-01-29,-0.006102,0.041009,-0.025187
1999-02-26,-0.072469,-0.032283,-0.02201
1999-03-31,0.044183,0.038794,-0.036634
1999-04-30,0.180183,0.037944,0.108961
1999-05-28,0.1102,-0.02497,0.006428
1999-06-30,0.114224,0.054438,-0.092555
1999-07-30,-0.027563,-0.032046,-0.023185
1999-08-31,-0.007996,-0.006254,-0.012384
1999-09-30,-0.0286,-0.028552,-0.190637
1999-10-29,-0.188017,0.062539,0.222798
1999-11-30,0.050204,0.019062,0.141483
1999-12-31,0.046695,0.057844,-0.133023
2000-01-31,0.040556,-0.050904,-0.013948
2000-02-29,-0.083563,-0.020108,-0.153428
2000-03-31,0.148418,0.09672,-0.031208
2000-04-28,-0.055085,-0.030796,0.006658
2000-05-31,-0.03583,-0.021915,0.12963
2000-06-30,0.020373,0.023934,0.079297
2000-07-31,0.026241,-0.016341,0.067465
2000-08-31,0.175142,0.060699,-0.141692
2000-09-29,-0.147727,-0.053483,0.050736
2000-10-31,-0.124444,-0.004949,0.095238
2000-11-30,-0.049442,-0.080069,0.040083
2000-12-29,-0.090909,0.004053,-0.026946
2001-01-31,0.317647,0.034637,-0.048205
2001-02-28,-0.106875,-0.092291,-0.08569
2001-03-30,-0.037237,-0.064205,-0.145012
2001-04-30,0.19713,0.076814,0.022808
2001-05-31,-0.027792,0.00509,0.026196
2001-06-29,0.010733,-0.025004,-0.046835
2001-07-31,-0.068938,-0.010772,-0.008889
2001-08-31,-0.048665,-0.064108,0.091256
2001-09-28,-0.082341,-0.081723,-0.033696
2001-10-31,0.17826,0.018099,0.021985
2001-11-30,0.07088,0.075176,-0.015455
2001-12-31,0.046457,0.007574,0.004046
2002-01-31,-0.108052,-0.015574,-0.07211
2002-02-28,-0.089258,-0.020766,0.0832
2002-03-28,0.059927,0.036739,0.106985
2002-04-30,-0.194615,-0.061418,0.062189
2002-05-31,-0.037727,-0.009081,0.000901
2002-06-28,-0.105034,-0.072465,0.011519
2002-07-31,-0.022222,-0.078995,-0.108214
2002-08-30,0.072869,0.004881,0.021225
2002-09-30,-0.226453,-0.110013,-0.055686
2002-10-31,0.353799,0.086436,-0.030859
2002-11-29,0.10299,0.05707,-0.013769
2002-12-31,-0.108375,-0.060333,-0.039439
2003-01-31,0.009032,-0.027415,-0.077099
2003-02-28,-0.001279,-0.017004,-0.005932
2003-03-31,0.006158,0.008358,0.011934
2003-04-30,0.082494,0.081044,-0.001976
2003-05-30,0.038869,0.050899,0.12797
2003-06-30,-0.062926,0.011322,0.023261
2003-07-31,-0.015152,0.016224,-0.031028
2003-08-29,0.011323,0.017873,-0.032244
2003-09-30,0.077064,-0.011944,-0.007813
2003-10-31,0.013019,0.054962,0.080075
2003-11-28,0.013634,0.007129,0.006897
2003-12-31,0.023636,0.050765,0.091398
2004-01-30,0.070673,0.017276,-0.029754
2004-02-27,-0.025899,0.012209,0.014622
2004-03-31,-0.04829,-0.016359,0.011809
2004-04-30,-0.039961,-0.016791,0.005368
2004-05-28,0.006805,0.012083,0.015424
2004-06-30,-0.004967,0.017989,-0.012074
2004-07-30,-0.012252,-0.034291,-0.131141
2004-08-31,-0.025267,0.002287,0.01938
2004-09-30,0.012398,0.009364,-0.098636
2004-10-29,0.046769,0.014014,0.015231
2004-11-30,0.052033,0.038595,-0.027054
2004-12-31,0.046053,0.032458,0.059272
2005-01-31,-0.052343,-0.02529,-0.003602
2005-02-28,-0.007065,0.018903,0.031574
2005-03-31,-0.012962,-0.019118,-0.01986
2005-04-29,-0.16415,-0.020109,0.042477
2005-05-31,-0.008248,0.029952,0.027394
2005-06-30,-0.017869,-0.000143,-0.058257
2005-07-29,0.124798,0.035968,0.048144
2005-08-31,-0.031632,-0.011222,0.005484
2005-09-30,-0.004962,0.006949,-0.012045
2005-10-31,0.020693,-0.017741,-0.009493
2005-11-30,0.088178,0.035186,0.004441
2005-12-30,-0.075366,-0.000952,-0.055751
2006-01-31,-0.010949,0.025467,0.026544
2006-02-28,-0.010578,0.000453,0.014258
2006-03-31,0.027792,0.011065,0.005004
2006-04-28,-0.001576,0.012187,0.00215
2006-05-31,-0.02599,-0.030917,0.049333
2006-06-30,-0.038548,8.7e-05,-0.015898
2006-07-31,0.00768,0.005086,0.034403
2006-08-31,0.049864,0.021274,0.006966
2006-09-29,0.01198,0.024566,0.004017
2006-10-31,0.1268,0.031508,0.045658
2006-11-30,-0.001191,0.016467,0.00899
2006-12-29,0.056897,0.012616,0.030322
2007-01-31,0.020587,0.014059,-0.007668
2007-02-28,-0.059607,-0.021846,-0.025063
2007-03-30,0.014203,0.00998,0.035561
2007-04-30,0.084341,0.043291,0.087292
2007-05-31,0.046864,0.032549,0.015329
2007-06-29,-0.012664,-0.017816,-0.006416
2007-07-31,0.051306,-0.031982,-0.003823
2007-08-31,0.058202,0.012864,0.032048
2007-09-28,0.009512,0.035794,0.074935
2007-10-31,-0.014261,0.014822,0.074648
2007-11-30,-0.090768,-0.044043,0.01101
2007-12-31,0.027762,-0.008628,-0.011755
2008-01-31,-0.009158,-0.061163,-0.038618
2008-02-29,0.066754,-0.034761,-0.009153
2008-03-31,0.011242,-0.00596,0.047725
2008-04-30,0.048289,0.047547,-0.032857
2008-05-30,0.076471,0.010674,-0.027348
2008-06-30,-0.084215,-0.085962,-0.085575
2008-07-31,0.079727,-0.009859,-0.009234
2008-08-29,-0.044929,0.012191,0.011068
2008-09-30,-0.039185,-0.090791,0.022854
2008-10-31,-0.205113,-0.169425,-0.166793
2008-11-28,-0.116919,-0.074849,0.072401
2008-12-31,0.031373,0.007822,-0.034137
2009-01-30,0.088997,-0.085657,-0.056329
2009-02-27,0.009602,-0.109931,-0.043773
2009-03-31,0.052809,0.085405,0.085924
2009-04-30,0.065229,0.093925,-0.020478
2009-05-29,0.035074,0.053081,0.141928
2009-06-30,-0.017501,0.000196,-0.01546
2009-07-31,0.129381,0.074142,0.03855
2009-08-31,0.005681,0.03356,-0.021469
2009-09-30,0.013215,0.035723,0.109494
2009-10-30,0.008361,-0.019762,-0.007263
2009-11-30,0.052152,0.057364,0.08066
2009-12-31,0.036011,0.017771,-0.003497
2010-01-29,-0.065011,-0.036974,-0.048246
2010-02-26,0.043468,0.028514,-0.028203
2010-03-31,0.008572,0.058796,0.051593
2010-04-30,0.005848,0.014759,-0.028182
2010-05-28,-0.023953,-0.081976,-0.038354
2010-06-30,-0.01421,-0.053882,-0.016342
2010-07-30,0.039844,0.068778,0.099561
2010-08-31,-0.035981,-0.047449,0.014017
2010-09-30,0.089418,0.087551,0.055071
2010-10-29,0.070523,0.036856,0.047847
2010-11-30,-0.010376,-0.00229,0.037345
2010-12-31,0.037466,0.0653,0.041159
2011-01-31,0.103843,0.022646,-0.044397
