detail_id,order_id,dishes_id,place_order_time
2372,367,610008,2016-08-02 13:15:40
2377,368,610050,2016-08-02 13:16:08
2374,367,610047,2016-08-02 13:16:18
2375,367,610012,2016-08-02 13:17:56
2378,368,609972,2016-08-02 13:19:05
2380,368,609936,2016-08-02 13:20:02
2379,368,606057,2016-08-02 13:20:04
2350,365,609944,2016-08-02 13:21:38
2353,365,610043,2016-08-02 13:22:01
2381,368,609961,2016-08-02 13:22:16
2355,365,610010,2016-08-02 13:23:07
2357,365,610053,2016-08-02 13:26:32
2359,365,606057,2016-08-02 13:29:42
891,171,609968,2016-08-02 13:51:18
892,171,610063,2016-08-02 13:55:12
893,171,610062,2016-08-02 13:55:27
895,171,610030,2016-08-02 13:57:34
898,171,609946,2016-08-02 13:59:08
903,171,610011,2016-08-02 13:59:15
908,171,609937,2016-08-02 14:00:06
5247,631,610039,2016-08-02 17:57:15
5246,631,610038,2016-08-02 17:57:20
5248,631,610023,2016-08-02 17:57:46
5249,631,609974,2016-08-02 17:58:23
5250,631,610009,2016-08-02 17:59:36
5251,631,609949,2016-08-02 18:00:34
5409,650,609934,2016-08-02 18:20:37
5408,650,609970,2016-08-02 18:20:53
5411,650,609953,2016-08-02 18:21:06
5410,650,609932,2016-08-02 18:21:08
5413,650,609981,2016-08-02 18:21:24
5412,650,609948,2016-08-02 18:21:59
5414,650,610001,2016-08-02 18:22:27
6316,734,609941,2016-08-02 18:23:35
5415,650,610012,2016-08-02 18:23:45
5418,650,610047,2016-08-02 18:23:45
5416,650,610039,2016-08-02 18:23:58
5417,650,610042,2016-08-02 18:23:59
6318,734,610018,2016-08-02 18:24:15
6325,734,610044,2016-08-02 18:24:35
6322,734,610023,2016-08-02 18:24:59
5419,650,610053,2016-08-02 18:25:55
5420,650,609946,2016-08-02 18:26:22
5424,650,609938,2016-08-02 18:27:10
5423,650,610008,2016-08-02 18:27:32
6326,734,610011,2016-08-02 18:27:33
4295,548,609966,2016-08-02 18:55:53
4297,548,609931,2016-08-02 18:58:03
4299,548,609962,2016-08-02 18:59:34
4570,574,609943,2016-08-02 19:00:11
4300,548,609950,2016-08-02 19:00:21
4572,574,610066,2016-08-02 19:00:30
4566,574,609940,2016-08-02 19:00:43
4561,574,609970,2016-08-02 19:00:48
4302,548,609968,2016-08-02 19:01:07
4576,574,609956,2016-08-02 19:01:50
4584,574,610023,2016-08-02 19:02:21
4581,574,610019,2016-08-02 19:02:24
4587,574,610030,2016-08-02 19:03:19
4592,574,610029,2016-08-02 19:04:06
4305,548,609983,2016-08-02 19:04:29
4307,548,609993,2016-08-02 19:05:08
4309,548,610008,2016-08-02 19:06:14
4595,574,610011,2016-08-02 19:06:33
4313,548,609982,2016-08-02 19:07:43
6141,719,609957,2016-08-02 19:24:23
6142,719,609956,2016-08-02 19:27:01
6147,719,609967,2016-08-02 19:29:04
6151,719,610025,2016-08-02 19:30:22
6154,719,610046,2016-08-02 19:32:01
6160,719,609938,2016-08-02 19:37:30
6164,719,609939,2016-08-02 19:38:32
4679,585,609966,2016-08-02 20:17:12
4687,585,609931,2016-08-02 20:17:22
4693,585,609934,2016-08-02 20:20:39
4691,585,609969,2016-08-02 20:20:42
4700,585,609944,2016-08-02 20:21:07
4697,585,609943,2016-08-02 20:21:21
4705,585,609952,2016-08-02 20:24:21
4701,585,609940,2016-08-02 20:24:41
4708,585,609955,2016-08-02 20:24:50
4712,585,610007,2016-08-02 20:25:32
5047,613,609941,2016-08-02 21:01:09
5049,613,609942,2016-08-02 21:02:33
5053,613,610038,2016-08-02 21:02:45
5055,613,609952,2016-08-02 21:02:58
5057,613,609946,2016-08-02 21:04:22
5815,688,609944,2016-08-02 21:05:45
5060,613,610008,2016-08-02 21:06:25
5062,613,609934,2016-08-02 21:07:24
5066,613,609956,2016-08-02 21:08:16
5816,688,609930,2016-08-02 21:08:40
5817,688,609955,2016-08-02 21:09:37
5072,613,610011,2016-08-02 21:10:28
5818,688,609969,2016-08-02 21:16:39
5819,688,609936,2016-08-02 21:18:16
3747,491,609991,2016-08-02 21:38:54
3751,491,609952,2016-08-02 21:43:35
3749,491,610018,2016-08-02 21:43:45
3754,491,609948,2016-08-02 21:44:03
3757,491,609947,2016-08-02 21:47:24
3760,491,610056,2016-08-02 21:48:28
3762,491,610010,2016-08-02 21:54:04
3765,491,609938,2016-08-02 21:54:18
3093,432,609963,2016-08-03 12:52:11
941,177,610063,2016-08-03 12:56:20
3095,432,609933,2016-08-03 12:57:10
943,177,609981,2016-08-03 12:57:25
942,177,610018,2016-08-03 12:57:46
3100,432,609983,2016-08-03 13:00:29
945,177,610046,2016-08-03 13:00:34
3101,432,610030,2016-08-03 13:02:24
2049,320,609970,2016-08-03 13:03:19
2004,317,609942,2016-08-03 13:07:20
2051,320,609961,2016-08-03 13:07:31
3105,432,610009,2016-08-03 13:09:05
2007,317,609961,2016-08-03 13:09:55
2009,317,609994,2016-08-03 13:09:57
2014,317,609931,2016-08-03 13:10:20
3111,432,609949,2016-08-03 13:10:37
2012,317,609955,2016-08-03 13:10:38
2035,317,609953,2016-08-03 13:11:03
2024,317,609981,2016-08-03 13:11:15
2036,317,609987,2016-08-03 13:11:35
2020,317,609983,2016-08-03 13:11:52
2055,320,609956,2016-08-03 13:11:58
2042,317,610011,2016-08-03 13:12:58
2064,320,610036,2016-08-03 13:14:53
2060,320,609951,2016-08-03 13:14:59
2075,320,609935,2016-08-03 13:18:58
1766,281,609967,2016-08-03 13:51:21
1767,281,609944,2016-08-03 13:52:45
1768,281,610063,2016-08-03 13:55:05
1769,281,609982,2016-08-03 13:59:31
754,137,610047,2016-08-03 14:01:13
753,137,609970,2016-08-03 14:01:47
758,137,609945,2016-08-03 14:02:11
755,137,609992,2016-08-03 14:02:37
1770,281,609953,2016-08-03 14:03:27
759,137,610010,2016-08-03 14:04:55
760,137,609953,2016-08-03 14:05:09
1772,281,609986,2016-08-03 14:07:30
1771,281,609952,2016-08-03 14:07:32
1773,281,610003,2016-08-03 14:07:58
1774,281,610010,2016-08-03 14:09:19
5631,670,609970,2016-08-03 17:16:36
5632,670,609931,2016-08-03 17:17:36
5633,670,609933,2016-08-03 17:18:18
5636,670,609960,2016-08-03 17:21:17
5634,670,609934,2016-08-03 17:21:31
5637,670,609957,2016-08-03 17:21:32
5639,670,609942,2016-08-03 17:23:09
5641,670,609944,2016-08-03 17:24:40
5642,670,609946,2016-08-03 17:24:46
5647,670,610010,2016-08-03 17:26:33
5644,670,609953,2016-08-03 17:26:50
5650,670,609961,2016-08-03 17:27:42
5652,670,609992,2016-08-03 17:28:13
6775,776,610017,2016-08-03 17:34:36
6772,776,609944,2016-08-03 17:34:52
6770,776,609991,2016-08-03 17:34:54
6779,776,610066,2016-08-03 17:38:17
6790,776,610044,2016-08-03 17:38:56
6793,776,610013,2016-08-03 17:40:03
6801,776,609939,2016-08-03 17:41:24
6811,776,609942,2016-08-03 17:42:26
6813,776,610032,2016-08-03 17:42:38
6815,776,610011,2016-08-03 17:43:05
6814,776,610034,2016-08-03 17:43:46
6816,776,610009,2016-08-03 17:45:30
6822,776,609968,2016-08-03 17:45:50
6825,776,610055,2016-08-03 17:45:57
6832,776,610057,2016-08-03 17:46:25
6828,776,609958,2016-08-03 17:46:39
6833,776,609994,2016-08-03 17:47:19
3770,492,609970,2016-08-03 18:22:13
3771,492,609966,2016-08-03 18:30:15
3772,492,609953,2016-08-03 18:32:26
5061,615,609969,2016-08-03 18:52:14
5064,615,609958,2016-08-03 18:53:24
5065,615,609951,2016-08-03 18:53:36
5067,615,609944,2016-08-03 18:54:08
5069,615,610031,2016-08-03 18:54:26
5071,615,609931,2016-08-03 18:55:06
5070,615,610008,2016-08-03 18:55:32
5073,615,609930,2016-08-03 18:56:20
6506,749,609970,2016-08-03 19:47:15
6507,749,609942,2016-08-03 19:48:13
6508,749,609943,2016-08-03 19:48:24
6509,749,609930,2016-08-03 19:49:17
6511,749,609933,2016-08-03 19:50:09
6510,749,609931,2016-08-03 19:50:11
6512,749,609934,2016-08-03 19:51:57
6513,749,609946,2016-08-03 19:52:56
6515,749,609956,2016-08-03 19:54:45
6514,749,609953,2016-08-03 19:54:55
6516,749,609957,2016-08-03 19:55:06
6517,749,609961,2016-08-03 19:55:26
6518,749,609951,2016-08-03 19:55:26
6520,749,610011,2016-08-03 20:00:05
6519,749,610003,2016-08-03 20:00:13
6521,749,610063,2016-08-03 20:01:36
3727,488,609970,2016-08-03 20:08:39
3732,488,609942,2016-08-03 20:09:36
3736,488,610026,2016-08-03 20:10:10
3740,488,609931,2016-08-03 20:10:19
3741,488,609994,2016-08-03 20:11:24
3742,488,609971,2016-08-03 20:14:17
3743,488,609997,2016-08-03 20:20:05
3744,488,609937,2016-08-03 20:25:11
6729,773,610039,2016-08-03 20:45:19
6730,773,609998,2016-08-03 20:46:52
6732,773,610038,2016-08-03 20:48:08
6731,773,609974,2016-08-03 20:48:36
5513,660,609967,2016-08-03 20:49:10
5515,660,609942,2016-08-03 20:50:33
6733,773,610057,2016-08-03 20:50:42
6737,773,610064,2016-08-03 20:52:12
6735,773,609938,2016-08-03 20:52:23
5518,660,609944,2016-08-03 20:52:34
6743,773,610004,2016-08-03 20:53:40
5519,660,609953,2016-08-03 20:53:42
5522,660,610010,2016-08-03 20:53:46
5527,660,610033,2016-08-03 20:54:04
5525,660,610014,2016-08-03 20:54:30
6745,773,610017,2016-08-03 20:54:35
6754,773,609993,2016-08-03 20:55:06
6760,773,609948,2016-08-03 20:56:30
5530,660,610038,2016-08-03 20:57:15
5531,660,610063,2016-08-03 20:57:31
6762,773,609949,2016-08-03 20:57:42
5532,660,609930,2016-08-03 20:58:04
5100,619,609970,2016-08-03 20:58:42
5101,619,609930,2016-08-03 20:59:47
5104,619,609942,2016-08-03 21:00:07
5106,619,609953,2016-08-03 21:00:08
5105,619,609943,2016-08-03 21:00:36
5102,619,609932,2016-08-03 21:00:43
5108,619,609957,2016-08-03 21:01:02
5533,660,609931,2016-08-03 21:01:39
5107,619,609956,2016-08-03 21:01:53
5115,619,609961,2016-08-03 21:02:04
5114,619,609934,2016-08-03 21:02:09
5534,660,609934,2016-08-03 21:02:15
5112,619,609933,2016-08-03 21:02:16
5110,619,609991,2016-08-03 21:02:42
5109,619,610010,2016-08-03 21:02:53
5117,619,610053,2016-08-03 21:03:13
5118,619,609931,2016-08-03 21:03:27
5535,660,609971,2016-08-03 21:06:30
5538,660,609943,2016-08-03 21:07:40
5398,649,609976,2016-08-03 21:25:35
5400,649,610031,2016-08-03 21:27:24
5399,649,610019,2016-08-03 21:27:55
5401,649,610043,2016-08-03 21:29:39
5403,649,609971,2016-08-03 21:30:37
5402,649,609946,2016-08-03 21:30:45
5404,649,609937,2016-08-03 21:32:39
5405,649,609998,2016-08-03 21:36:37
5406,649,610052,2016-08-03 21:39:07
5407,649,610008,2016-08-03 21:39:37
1888,302,609966,2016-08-04 11:06:43
1889,302,609968,2016-08-04 11:08:32
1890,302,609969,2016-08-04 11:09:22
1891,302,609932,2016-08-04 11:10:05
1892,302,609946,2016-08-04 11:12:03
1896,302,609976,2016-08-04 11:13:42
1894,302,609963,2016-08-04 11:13:46
1895,302,609974,2016-08-04 11:13:53
1898,302,610002,2016-08-04 11:15:47
1901,302,609939,2016-08-04 11:16:34
1900,302,610020,2016-08-04 11:16:43
1903,302,610010,2016-08-04 11:17:39
2198,310,609966,2016-08-04 11:58:32
2199,310,610047,2016-08-04 12:01:57
2201,310,609938,2016-08-04 12:06:56
2538,383,609965,2016-08-04 12:09:13
2540,383,609944,2016-08-04 12:09:50
2543,383,609962,2016-08-04 12:10:29
2541,383,609943,2016-08-04 12:10:42
2545,383,610013,2016-08-04 12:12:52
2550,383,609971,2016-08-04 12:13:06
2555,383,610004,2016-08-04 12:15:21
2552,383,610015,2016-08-04 12:15:26
2558,383,609930,2016-08-04 12:19:27
2571,383,610046,2016-08-04 12:19:32
2562,383,609937,2016-08-04 12:19:49
2578,383,609938,2016-08-04 12:22:03
2575,383,610059,2016-08-04 12:22:30
2588,383,609972,2016-08-04 12:23:22
2594,383,610064,2016-08-04 12:24:02
2602,383,609933,2016-08-04 12:24:14
2603,383,609948,2016-08-04 12:26:49
4286,547,609961,2016-08-04 17:38:22
4288,547,609944,2016-08-04 17:38:22
4290,547,609957,2016-08-04 17:38:45
4291,547,610051,2016-08-04 17:39:30
4293,547,610017,2016-08-04 17:39:55
4294,547,609946,2016-08-04 17:40:48
4296,547,610002,2016-08-04 17:40:55
4298,547,610008,2016-08-04 17:43:40
4301,547,610011,2016-08-04 17:46:06
4303,547,609958,2016-08-04 17:50:18
4312,547,610039,2016-08-04 17:50:39
4314,547,610010,2016-08-04 17:51:26
4315,547,609977,2016-08-04 17:52:15
4316,547,610043,2016-08-04 17:54:44
4317,547,610027,2016-08-04 17:55:56
5611,668,609967,2016-08-04 18:06:18
5616,668,610048,2016-08-04 18:11:29
5620,668,609976,2016-08-04 18:13:03
5623,668,610007,2016-08-04 18:19:24
5661,668,610068,2016-08-04 18:20:04
6417,742,609962,2016-08-04 18:21:28
6419,742,610063,2016-08-04 18:22:45
6418,742,609941,2016-08-04 18:22:50
6420,742,609978,2016-08-04 18:24:04
6423,742,609992,2016-08-04 18:24:26
6422,742,609956,2016-08-04 18:24:42
6421,742,609983,2016-08-04 18:24:55
6424,742,610050,2016-08-04 18:25:39
6425,742,609951,2016-08-04 18:25:56
6426,742,609999,2016-08-04 18:27:08
6427,742,610011,2016-08-04 18:27:08
4792,593,609970,2016-08-04 18:36:02
4795,593,609944,2016-08-04 18:37:55
4797,593,609993,2016-08-04 18:39:23
4799,593,609956,2016-08-04 18:40:17
4803,593,609953,2016-08-04 18:41:26
4801,593,609931,2016-08-04 18:41:32
4804,593,609954,2016-08-04 18:41:53
4805,593,610027,2016-08-04 18:42:31
4806,593,610028,2016-08-04 18:42:32
4807,593,610029,2016-08-04 18:43:13
4808,593,610070,2016-08-04 18:44:11
4809,593,610011,2016-08-04 18:45:44
5523,1259,610066,2016-08-04 18:52:23
6003,703,609967,2016-08-04 18:54:01
5525,1259,609950,2016-08-04 18:55:52
5534,1259,609931,2016-08-04 19:00:21
6004,703,609946,2016-08-04 19:03:11
5545,1259,610008,2016-08-04 19:03:17
5691,673,610062,2016-08-04 20:38:09
5689,673,609962,2016-08-04 20:38:12
5694,673,610037,2016-08-04 20:39:57
5696,673,609979,2016-08-04 20:43:35
5701,673,609984,2016-08-04 20:45:08
5698,673,610019,2016-08-04 20:45:33
5708,673,610070,2016-08-04 20:47:05
5704,673,609957,2016-08-04 20:47:33
5711,673,609999,2016-08-04 20:50:10
5715,673,610000,2016-08-04 20:50:21
5628,669,609966,2016-08-04 21:12:14
5629,669,609933,2016-08-04 21:14:46
5635,669,609964,2016-08-04 21:16:51
5630,669,609941,2016-08-04 21:16:55
5638,669,610012,2016-08-04 21:17:23
5640,669,610047,2016-08-04 21:18:21
5645,669,610017,2016-08-04 21:19:51
5654,669,610054,2016-08-04 21:21:34
5649,669,609946,2016-08-04 21:21:35
5676,669,610034,2016-08-04 21:22:05
5675,669,610056,2016-08-04 21:22:14
5662,669,610011,2016-08-04 21:22:30
5658,669,610008,2016-08-04 21:22:37
5684,669,610043,2016-08-04 21:23:23
5681,669,609953,2016-08-04 21:23:50
5687,669,609981,2016-08-04 21:24:18
5690,669,609956,2016-08-04 21:24:51
5692,669,609995,2016-08-04 21:25:59
5695,669,609979,2016-08-04 21:27:21
3231,443,610010,2016-08-04 21:32:23
3230,443,609970,2016-08-04 21:32:34
3235,443,609943,2016-08-04 21:33:05
3234,443,609953,2016-08-04 21:33:30
3232,443,609961,2016-08-04 21:33:45
3236,443,609942,2016-08-04 21:38:17
3238,443,609930,2016-08-04 21:38:52
3239,443,610053,2016-08-04 21:39:21
3240,443,609932,2016-08-04 21:40:44
3241,443,609957,2016-08-04 21:42:48
3243,443,609985,2016-08-04 21:43:39
3242,443,609956,2016-08-04 21:43:59
3244,443,609991,2016-08-04 21:45:34
3245,443,609966,2016-08-04 21:47:59
4417,557,609966,2016-08-04 21:54:20
4427,557,609942,2016-08-04 21:56:12
4423,557,609943,2016-08-04 21:56:51
4430,557,610037,2016-08-04 21:58:10
4452,557,609956,2016-08-04 21:58:29
4459,557,609953,2016-08-04 21:59:03
4464,557,610015,2016-08-04 22:00:11
4476,557,609984,2016-08-04 22:00:39
4481,557,609947,2016-08-04 22:01:11
4478,557,609986,2016-08-04 22:01:48
4485,557,610011,2016-08-04 22:02:16
4492,557,609952,2016-08-04 22:02:54
4489,557,609957,2016-08-04 22:02:55
4497,557,610047,2016-08-04 22:03:15
4535,557,609958,2016-08-04 22:04:08
4504,557,609981,2016-08-04 22:04:19
4539,557,610012,2016-08-04 22:04:22
4557,557,609970,2016-08-04 22:06:12
4569,557,610043,2016-08-04 22:07:39
4578,557,610020,2016-08-04 22:07:52
2161,333,609959,2016-08-05 12:04:54
2162,333,610014,2016-08-05 12:06:20
2164,333,609940,2016-08-05 12:10:02
2165,333,609953,2016-08-05 12:15:49
2167,333,610011,2016-08-05 12:19:39
2548,384,609941,2016-08-05 12:27:13
2556,384,610018,2016-08-05 12:29:16
2560,384,610021,2016-08-05 12:30:10
2564,384,610030,2016-08-05 12:31:29
