date        ibm      sp      ko
19670531 -0.035234 -0.052441 -0.004415
19670630 0.067024 0.017512 0.097783
19670731 0.020603 0.045344 0.035497
19670831 -0.013589 -0.011715 -0.061704
19670929 0.097049 0.032785 0.037787
19671031 0.082535 -0.029056 0
19671130 0.033024 0.001065 0.119394
19671229 0.02451 0.026277 -0.039855
19680131 -0.051834 -0.043848 -0.049057
19680229 -0.022204 -0.031223 0.011905
19680329 0.056034 0.0094 0.051176
19680430 0.106122 0.081929 0.097378
19680531 0.055793 0.011169 0.006826
19680628 -0.009104 0.00912 0.000678
19680730 -0.042403 -0.018478 -0.047619
19680830 -0.009151 0.011459 0.046429
19680930 0 0.038539 -0.018089
19681031 -0.081642 0.007208 -0.001745
19681129 0.087134 0.047964 0.044406
19681231 -0.05618 -0.041617 -0.038655
19690131 -0.059524 -0.008184 0.003497
19690228 -0.007004 -0.047374 -0.047038
19690328 0.070303 0.034444 0.039561
19690430 0.044586 0.021476 0.019435
19690529 -0.025 -0.002218 0.039861
19690630 0.058777 -0.055577 -0.068933
19690731 -0.03923 -0.060178 -0.023381
19690829 0.066256 0.040074 0.075506
19690930 0.000725 -0.025024 0.064452
19691031 0.044171 0.044244 0.080775
19691128 -0.006935 -0.035274 -0.063318
19691231 0.021008 -0.018655 0.054487
19700130 -0.080247 -0.076472 -0.036474
19700227 0.018494 0.052693 0.045741
19700331 -0.005143 0.001453 -0.02733
19700430 -0.119645 -0.090483 -0.080997
19700529 -0.063087 -0.060967 -0.035593
19700630 -0.100719 -0.050033 -0.019543
19700731 0.0138 0.073295 0.048649
19700831 0.0555 0.044459 -0.013746
19700930 0.095775 0.032998 0.043345
19701030 0.011825 -0.0114 0.057047
19701130 0.045068 0.047447 0.068063
19701231 0.034174 0.056766 0.01194
19710129 0.02439 0.040477 0.026549
19710226 0.037788 0.009074 0.001437
19710331 0.062407 0.036796 0.086313
19710430 0.000699 0.036288 0.019894
19710528 -0.08232 -0.041558 0.046814
19710630 -0.030581 0.000703 0.023801
19710730 -0.08123 -0.041324 -0.026797
19710831 0.04824 0.036095 0.091364
19710930 -0.000822 -0.006968 -0.000963
19711029 -0.0107 -0.041794 0.004608
19711130 0.020965 -0.002547 -0.003257
19711231 0.101473 0.086179 0.127021
19720131 0.093611 0.018121 -0.018443
19720229 0.005027 0.025303 0.042797
19720330 0.037313 0.005912 0.012292
19720428 0.00981 0.004384 0.034722
19720531 0.033938 0.017275 0.019175
19720630 -0.014456 -0.021821 0.007789
19720731 0.022321 0.002333 0.06367
19720831 0.022707 0.034454 -0.005282
19720929 -0.004896 -0.004861 0.001133
19721031 -0.051661 0.009317 0.019504
19721130 0.017769 0.045617 -0.005843
19721229 0.028133 0.011828 0.042105
19730131 0.083333 -0.017111 -0.018519
19730228 -0.00597 -0.03749 -0.037736
19730330 0 -0.001433 -0.000535
19730430 -0.054461 -0.0408 -0.012522
19730531 -0.032261 -0.018884 0.019928
19730629 0.007149 -0.006575 0.019893
19730731 -0.007886 0.037982 0.006114
19730831 -0.039364 -0.036685 -0.021701
19730928 -0.142857 0.040096 0.041526
19731031 0.08624 -0.001291 -0.024786
19731130 -0.050419 -0.113861 -0.086941
19731231 -0.068868 0.016569 -0.025048
19740131 -0.006079 -0.010046 -0.071146
19740228 -0.024852 -0.003624 -0.021277
19740329 -0.008933 -0.02328 -0.037978
19740430 -0.036055 -0.039051 -0.041998
19740531 -0.059274 -0.033551 0.015403
19740628 0.001176 -0.014665 0.012905
19740731 -0.052291 -0.077791 -0.211806
19740830 -0.040298 -0.090279 -0.145374
19740930 -0.171875 -0.119335 -0.288213
19741031 0.189465 0.163047 0.229268
19741129 -0.054858 -0.05318 -0.134405
19741231 -0.052186 -0.020151 -0.018519
19750131 0.120536 0.122812 0.257075
19750228 0.152722 0.059886 0.04878
19750331 -0.041183 0.021694 0.138819
19750430 0.015729 0.047265 0.014241
19750530 0.031566 0.044101 0.120125
19750630 -0.027907 0.044323 0.016156
19750731 -0.089713 -0.067654 -0.12
19750829 -0.011827 -0.02107 -0.034483
19750930 0.010738 -0.034645 -0.073701
19751031 0.12749 0.061643 0.14841
19751128 0.074794 0.024708 0.084
19751231 -0.009387 -0.011508 -0.06
19760130 0.149387 0.118306 0.12766
19760227 -0.001455 -0.011402 -0.088949
19760331 0.024939 0.030689 0.047781
19760430 -0.03292 -0.010995 -0.061166
19760528 0.019734 -0.014364 -0.015152
19760630 0.078422 0.040926 0.043538
19760730 -0.016712 -0.008055 0.031204
19760831 0.01378 -0.005124 -0.004323
19760930 0.028323 0.022641 0.001881
19761029 -0.034207 -0.022235 -0.042213
19761130 0.00552 -0.007775 -0.029939
19761231 0.029982 0.052498 -0.00158
19770131 -0.013883 -0.05053 -0.053797
19770228 0.011807 -0.02166 0.025084
19770331 0.001812 -0.014025 0.013312
19770429 -0.064195 0.000203 -0.037398
19770531 -0.041546 -0.023568 -0.028716
19770630 0.075356 0.04536 0.047235
19770729 0.015625 -0.016222 0.050336
19770831 0.010256 -0.021042 0.015974
19770930 -0.02748 -0.00248 0.006541
19771031 -0.014368 -0.043406 -0.056782
19771130 0.035957 0.026966 0.023679
19771230 0.035985 0.002847 -0.016502
19780131 -0.02925 -0.061514 -0.040268
19780228 -0.042825 -0.024762 0.003497
19780331 -0.062687 0.024931 0.067875
19780428 0.129512 0.085416 0.115512
19780531 -0.018308 0.004234 0.008876
19780630 -0.003872 -0.017585 -0.010323
19780731 0.092323 0.05391 0.020958
19780831 0.04895 0.025924 0.055718
19780929 -0.050964 -0.007261 -0.012556
19781031 -0.046029 -0.091574 -0.071023
19781130 0.030766 0.01664 0.019817
19781229 0.107607 0.014889 0.063636
19790131 0.034338 0.039746 -0.002849
19790228 -0.017198 -0.036526 -0.037143
19790330 0.051667 0.055152 -0.009139
19790430 -0.003962 0.001673 -0.033333
19790531 -0.021671 -0.026336 -0.015674
19790629 -0.034539 0.038656 -0.012994
19790731 -0.049404 0.008746 0.026144
19790831 0.015914 0.053078 0.019108
19790928 -0.032143 0 -0.072125
19791031 -0.079336 -0.068606 -0.061433
19791130 0.05988 0.042624 -0.007564
19791231 -0.01341 0.016767 0.026022
19800131 0.066019 0.057625 0.018116
19800229 -0.062149 -0.00438 -0.064057
19800331 -0.122047 -0.101795 -0.025399
19800430 -0.015695 0.04114 0.055556
19800530 0.024784 0.046571 0.015038
19800630 0.060948 0.026969 -0.006222
19800731 0.110638 0.065039 0.121212
19800829 0.017011 0.005835 -0.040541
19800930 -0.020992 0.025168 -0.076338
19801031 0.038986 0.016021 -0.050388
19801128 0.035422 0.102377 0.009469
19801231 -0.00367 -0.033874 0.098765
19810130 -0.051565 -0.045742 0.007491
19810227 0.011417 0.013277 0.066914
19810331 -0.029183 0.036033 0.044042
19810430 -0.06012 -0.023456 -0.061017
19810529 0.016802 -0.001657 0.079422
19810630 -0.014894 -0.010408 -0.054716
19810731 -0.030238 -0.00221 -0.021583
19810831 -0.002494 -0.062099 -0.036765
19810930 -0.018141 -0.053832 0.048244
19811030 -0.048499 0.049148 0.092593
19811130 0.074951 0.03659 -0.018169
19811231 0.043578 -0.030075 -0.024561
19820129 0.118681 -0.017544 -0.061151
19820226 -0.013988 -0.060548 -0.072797
19820331 -0.034343 -0.010167 0.10314
19820430 0.075314 0.040014 0.041985
19820528 -0.029416 -0.039162 -0.044103
19820630 -0.014228 -0.02029 0.054688
19820730 0.082474 -0.022991 0.085185
19820831 0.08739 0.115977 0.075085
19820930 0.04078 0.007614 0.050667
19821029 0.088586 0.110364 0.07362
19821130 0.093709 0.036123 0.1456
19821231 0.112717 0.015158 0.050505
19830131 0.027273 0.033134 -0.033654
19830228 0.009962 0.018995 -0.00995
19830331 0.027778 0.033095 0.088844
19830429 0.149877 0.074922 0.03972
19830531 -0.041026 -0.012346 -0.067416
19830630 0.080899 0.035224 -0.025639
19830729 0.00104 -0.033014 -0.072682
19830831 0.000623 0.011319 0.113514
19830930 0.061715 0.010158 0.000874
19831031 -0.000985 -0.015174 0.02457
19831130 -0.066469 0.017426 0.072806
19831230 0.039404 -0.008834 -0.031674
19840131 -0.064549 -0.009216 -0.051402
19840229 -0.02563 -0.038859 0.022167
19840330 0.034014 0.013498 0.071133
19840430 -0.002193 0.005466 0
19840531 -0.044396 -0.059356 0.002278
19840629 -0.018561 0.017469 0.060273
19840731 0.047281 -0.016451 0.032538
19840831 0.127314 0.106332 0.039916
19840928 0.00404 -0.00348 0.023273
19841031 0.011871 -6e-05 0.037924
19841130 -0.023069 -0.015112 -0.037462
19841231 0.011294 0.022374 0.008081
19850131 0.107614 0.074085 -0.038076
19850228 -0.009349 0.008685 0.058333
19850329 -0.052239 -0.002925 0.114016
19850430 -0.003937 -0.004594 -0.021429
19850531 0.025494 0.054051 -0.009124
19850628 -0.037901 0.012134 0.033002
19850731 0.061616 -0.004848 0.041441
19850830 -0.027783 -0.011995 -0.008651
19850930 -0.021718 -0.034724 -0.015846
19851031 0.048436 0.042509 0.026882
19851129 0.084504 0.065062 0.172635
19851231 0.112701 0.045061 0.015015
19860131 -0.025723 0.002367 -0.007396
19860228 0.003135 0.071489 0.147541
19860331 0.004143 0.052794 0.10161
19860430 0.031353 -0.014148 0.059382
19860530 -0.01776 0.050229 0.040359
19860630 -0.038556 0.01411 0.088621
19860731 -0.095563 -0.058683 -0.064741
19860829 0.055472 0.071193 -0.031949
19860930 -0.030631 -0.085439 -0.098746
19861031 -0.080855 0.054729 0.081181
19861128 0.037209 0.021477 0.003686
19861231 -0.056047 -0.028288 0.034247
19870130 0.072917 0.131767 0.129139
19870227 0.092039 0.036924 0.052786
19870331 0.076165 0.02639 0.025738
19870430 0.066611 -0.01145 -0.068306
19870529 0.006089 0.006034 0.005865
19870630 0.015625 0.047915 0.044431
19870731 -0.009231 0.048224 0.070225
19870831 0.05264 0.034959 0.062992
19870930 -0.104677 -0.024166 -0.038914
19871030 -0.187396 -0.21763 -0.147287
19871130 -0.086939 -0.085349 -0.096242
19871231 0.042889 0.072861 0.030405
19880129 -0.027056 0.040432 0.005763
19880229 0.055395 0.041817 -0.006645
19880331 -0.084043 -0.033343 0.031438
19880429 0.053426 0.009425 0
19880531 0.001985 0.003176 -0.006536
19880630 0.132222 0.043256 0.034211
19880729 -0.012758 -0.005411 -0.016026
19880831 -0.104573 -0.0386 0.042345
19880930 0.034753 0.039729 0.10125
19881031 0.062839 0.025964 -0.014286
19881130 -0.024669 -0.018891 0.012754
19881230 0.028481 0.014688 0.028818
19890131 0.071795 0.071115 0.047619
19890228 -0.061435 -0.028944 0.02139
19890331 -0.101852 0.020806 0.080419
19890428 0.044674 0.05009 0.058537
19890531 -0.027763 0.035138 0.064516
19890630 0.020525 -0.007925 -0.017922
19890731 0.027933 0.08837 0.206208
19890831 0.029 0.015517 -0.022059
19890929 -0.067236 -0.006544 0.012632
19891031 -0.08238 -0.025175 0.080224
19891130 -0.014115 0.016541 0.072055
19891229 -0.035851 0.021417 0
19900131 0.047809 -0.068817 -0.108414
19900228 0.065501 0.008539 0.023593
19900330 0.021661 0.024255 0.065957
19900430 0.027091 -0.026887 0.020067
19900531 0.112018 0.091989 0.183607
19900629 -0.020833 -0.008886 -0.012188
19900731 -0.051064 -0.005223 0.022535
19900831 -0.075471 -0.094314 -0.068871
19900928 0.044172 -0.051184 -0.060355
19901031 -0.009401 -0.006698 0.136076
19901130 0.089775 0.059934 0.035097
19901231 -0.005501 0.024828 0.005405
19910131 0.121681 0.041518 0.048387
19910228 0.025325 0.067281 0.074359
19910328 -0.115534 0.022203 0.040382
19910430 -0.095499 0.000346 -0.02765
19910531 0.042087 0.038577 0.085308
19910628 -0.084806 -0.047893 -0.043843
19910731 0.042471 0.044859 0.103211
19910830 -0.031259 0.019649 0.093555
19910930 0.069677 -0.019144 -0.015361
19911031 -0.05187 0.01186 0.032946
19911129 -0.046209 -0.043928 0.044878
19911231 -0.037838 0.111588 0.156757
19920131 0.011236 -0.0199 -0.034268
19920228 -0.021278 0.009565 0.054839
19920331 -0.038849 -0.021832 0.003425
19920430 0.086826 0.027893 0.015291
19920529 0.013333 0.000964 0.060241
19920630 0.078512 -0.017359 -0.087727
19920731 -0.031928 0.039374 0.046875
19920831 -0.072982 -0.023998 0.026866
19920930 -0.067821 0.009106 -0.054884
19921030 -0.171827 0.002106 0.003086
19921130 0.038654 0.030262 -0.018092
19921231 -0.261905 0.010108 0.053459
19930129 0.022333 0.007046 0.01194
19930226 0.066311 0.010484 0
19930331 -0.064368 0.018697 0.009912
19930430 -0.044226 -0.025417 -0.076246
19930528 0.095938 0.022717 0.053968
19930630 -0.063981 0.000755 0.040241
19930730 -0.098734 -0.005327 0.005814
19930831 0.033708 0.034432 0.00289
19930930 -0.081967 -0.009988 -0.022017
19931029 0.095238 0.019393 0.026627
19931130 0.17663 -0.012911 -0.027781
19931231 0.048724 0.010091 0.0625
19940131 0 0.032501 -0.084034
19940228 -0.059735 -0.030045 0.042813
19940331 0.033097 -0.045746 -0.042346
19940429 0.052632 0.011531 0.027692
19940531 0.1 0.012419 -0.035928
19940630 -0.06746 -0.026812 0.014161
19940729 0.053191 0.031467 0.092308
19940831 0.111111 0.037643 0.03662
19940930 0.016423 -0.026898 0.061304
19941031 0.070018 0.020834 0.03599
19941130 -0.04698 -0.039505 0.018759
19941230 0.038869 0.012299 0.007335
19950131 -0.018707 0.024278 0.019417
19950228 0.046794 0.036074 0.047619
19950331 0.091362 0.027329 0.029
19950428 0.152207 0.02796 0.031042
19950531 -0.014531 0.036312 0.060215
19950630 0.032258 0.021279 0.038053
19950731 0.134115 0.031776 0.029412
19950831 -0.04822 -0.00032 -0.020952
19950929 -0.085852 0.040098 0.077354
19951031 0.029101 -0.004979 0.041667
19951130 -0.003856 0.041049 0.056974
19951229 -0.054334 0.017444 -0.019802
19960131 0.187414 0.032617 0.015152
19960229 0.132488 0.006934 0.07131
19960329 -0.092762 0.007917 0.027864
19960430 -0.031461 0.013431 -0.015106
19960531 -0.006032 0.022853 0.128834
19960628 -0.0726 0.002257 0.067935
19960731 0.085859 -0.045748 -0.043367
19960830 0.067209 0.018814 0.072
19960930 0.088525 0.054173 0.014925
19961031 0.036145 0.026131 -0.007371
19961129 0.238178 0.073376 0.014851
19961231 -0.049412 -0.021505 0.02934
19970131 0.035479 0.061317 0.099762
19970228 -0.081434 0.005928 0.053996
19970331 -0.045217 -0.042614 -0.08377
19970430 0.169399 0.058406 0.141256
19970530 0.080374 0.058577 0.076621
19970630 0.043353 0.043453 -0.005255
19970731 0.171745 0.078123 0.016544
19970829 -0.03948 -0.057446 -0.170886
19970930 0.045623 0.053154 0.066783
19971031 -0.070755 -0.034478 -0.071721
19971128 0.113706 0.044587 0.106225
19971231 -0.044521 0.015732 0.067
19980130 -0.056153 0.01015 -0.029053
19980227 0.05962 0.070449 0.059846
19980331 -0.005386 0.049946 0.130601
19980430 0.115523 0.009076 -0.020178
19980529 0.015922 -0.018826 0.032949
19980630 -0.022872 0.039438 0.092823
19980731 0.154056 -0.011615 -0.05848
19980831 -0.14834 -0.145797 -0.190994
19980930 0.140954 0.062396 -0.11286
19981030 0.155642 0.080294 0.172451
19981130 0.113434 0.059126 0.039223
19981231 0.116578 0.056375 -0.043711
19990129 -0.006102 0.041009 -0.025187
19990226 -0.072469 -0.032283 -0.02201
19990331 0.044183 0.038794 -0.036634
19990430 0.180183 0.037944 0.108961
19990528 0.1102 -0.02497 0.006428
19990630 0.114224 0.054438 -0.092555
19990730 -0.027563 -0.032046 -0.023185
19990831 -0.007996 -0.006254 -0.012384
19990930 -0.0286 -0.028552 -0.190637
19991029 -0.188017 0.062539 0.222798
19991130 0.050204 0.019062 0.141483
19991231 0.046695 0.057844 -0.133023
20000131 0.040556 -0.050904 -0.013948
20000229 -0.083563 -0.020108 -0.153428
20000331 0.148418 0.09672 -0.031208
20000428 -0.055085 -0.030796 0.006658
20000531 -0.03583 -0.021915 0.12963
20000630 0.020373 0.023934 0.079297
20000731 0.026241 -0.016341 0.067465
20000831 0.175142 0.060699 -0.141692
20000929 -0.147727 -0.053483 0.050736
20001031 -0.124444 -0.004949 0.095238
20001130 -0.049442 -0.080069 0.040083
20001229 -0.090909 0.004053 -0.026946
20010131 0.317647 0.034637 -0.048205
20010228 -0.106875 -0.092291 -0.08569
20010330 -0.037237 -0.064205 -0.145012
20010430 0.19713 0.076814 0.022808
20010531 -0.027792 0.00509 0.026196
20010629 0.010733 -0.025004 -0.046835
20010731 -0.068938 -0.010772 -0.008889
20010831 -0.048665 -0.064108 0.091256
20010928 -0.082341 -0.081723 -0.033696
20011031 0.17826 0.018099 0.021985
20011130 0.07088 0.075176 -0.015455
20011231 0.046457 0.007574 0.004046
20020131 -0.108052 -0.015574 -0.07211
20020228 -0.089258 -0.020766 0.0832
20020328 0.059927 0.036739 0.106985
20020430 -0.194615 -0.061418 0.062189
20020531 -0.037727 -0.009081 0.000901
20020628 -0.105034 -0.072465 0.011519
20020731 -0.022222 -0.078995 -0.108214
20020830 0.072869 0.004881 0.021225
20020930 -0.226453 -0.110013 -0.055686
20021031 0.353799 0.086436 -0.030859
20021129 0.10299 0.05707 -0.013769
20021231 -0.108375 -0.060333 -0.039439
20030131 0.009032 -0.027415 -0.077099
20030228 -0.001279 -0.017004 -0.005932
20030331 0.006158 0.008358 0.011934
20030430 0.082494 0.081044 -0.001976
20030530 0.038869 0.050899 0.12797
20030630 -0.062926 0.011322 0.023261
20030731 -0.015152 0.016224 -0.031028
20030829 0.011323 0.017873 -0.032244
20030930 0.077064 -0.011944 -0.007813
20031031 0.013019 0.054962 0.080075
20031128 0.013634 0.007129 0.006897
20031231 0.023636 0.050765 0.091398
20040130 0.070673 0.017276 -0.029754
20040227 -0.025899 0.012209 0.014622
20040331 -0.04829 -0.016359 0.011809
20040430 -0.039961 -0.016791 0.005368
20040528 0.006805 0.012083 0.015424
20040630 -0.004967 0.017989 -0.012074
20040730 -0.012252 -0.034291 -0.131141
20040831 -0.025267 0.002287 0.01938
20040930 0.012398 0.009364 -0.098636
20041029 0.046769 0.014014 0.015231
20041130 0.052033 0.038595 -0.027054
20041231 0.046053 0.032458 0.059272
20050131 -0.052343 -0.02529 -0.003602
20050228 -0.007065 0.018903 0.031574
20050331 -0.012962 -0.019118 -0.01986
20050429 -0.16415 -0.020109 0.042477
20050531 -0.008248 0.029952 0.027394
20050630 -0.017869 -0.000143 -0.058257
20050729 0.124798 0.035968 0.048144
20050831 -0.031632 -0.011222 0.005484
20050930 -0.004962 0.006949 -0.012045
20051031 0.020693 -0.017741 -0.009493
20051130 0.088178 0.035186 0.004441
20051230 -0.075366 -0.000952 -0.055751
20060131 -0.010949 0.025467 0.026544
20060228 -0.010578 0.000453 0.014258
20060331 0.027792 0.011065 0.005004
20060428 -0.001576 0.012187 0.00215
20060531 -0.02599 -0.030917 0.049333
20060630 -0.038548 8.7e-05 -0.015898
20060731 0.00768 0.005086 0.034403
20060831 0.049864 0.021274 0.006966
20060929 0.01198 0.024566 0.004017
20061031 0.1268 0.031508 0.045658
20061130 -0.001191 0.016467 0.00899
20061229 0.056897 0.012616 0.030322
20070131 0.020587 0.014059 -0.007668
20070228 -0.059607 -0.021846 -0.025063
20070330 0.014203 0.00998 0.035561
20070430 0.084341 0.043291 0.087292
20070531 0.046864 0.032549 0.015329
20070629 -0.012664 -0.017816 -0.006416
20070731 0.051306 -0.031982 -0.003823
20070831 0.058202 0.012864 0.032048
20070928 0.009512 0.035794 0.074935
20071031 -0.014261 0.014822 0.074648
20071130 -0.090768 -0.044043 0.01101
20071231 0.027762 -0.008628 -0.011755
20080131 -0.009158 -0.061163 -0.038618
20080229 0.066754 -0.034761 -0.009153
20080331 0.011242 -0.00596 0.047725
20080430 0.048289 0.047547 -0.032857
20080530 0.076471 0.010674 -0.027348
20080630 -0.084215 -0.085962 -0.085575
20080731 0.079727 -0.009859 -0.009234
20080829 -0.044929 0.012191 0.011068
20080930 -0.039185 -0.090791 0.022854
20081031 -0.205113 -0.169425 -0.166793
20081128 -0.116919 -0.074849 0.072401
20081231 0.031373 0.007822 -0.034137
20090130 0.088997 -0.085657 -0.056329
20090227 0.009602 -0.109931 -0.043773
20090331 0.052809 0.085405 0.085924
20090430 0.065229 0.093925 -0.020478
20090529 0.035074 0.053081 0.141928
20090630 -0.017501 0.000196 -0.01546
20090731 0.129381 0.074142 0.03855
20090831 0.005681 0.03356 -0.021469
20090930 0.013215 0.035723 0.109494
20091030 0.008361 -0.019762 -0.007263
20091130 0.052152 0.057364 0.08066
20091231 0.036011 0.017771 -0.003497
20100129 -0.065011 -0.036974 -0.048246
20100226 0.043468 0.028514 -0.028203
20100331 0.008572 0.058796 0.051593
20100430 0.005848 0.014759 -0.028182
20100528 -0.023953 -0.081976 -0.038354
20100630 -0.01421 -0.053882 -0.016342
20100730 0.039844 0.068778 0.099561
20100831 -0.035981 -0.047449 0.014017
20100930 0.089418 0.087551 0.055071
20101029 0.070523 0.036856 0.047847
20101130 -0.010376 -0.00229 0.037345
20101231 0.037466 0.0653 0.041159
20110131 0.103843 0.022646 -0.044397
20110228 0.003272 0.031957 0.017025
20110331 0.007351 -0.001047 0.045213
20110429 0.046054 0.028495 0.016883
20110531 -0.005276 -0.013501 -0.009635
20110630 0.015509 -0.018258 0.014219
20110729 0.060041 -0.021474 0.0107
20110831 -0.050536 -0.056791 0.035877
20110930 0.017218 -0.071762 -0.034351
20111031 0.055813 0.107723 0.011249
20111130 0.022315 -0.005059 -0.009075
20111230 -0.021915 0.008533 0.040756
